"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.576428400E-2,-8.725439906E-1,-3.326158822E-1,-5.360338464E-2
2.051959700E-2,-9.672279954E-1,-2.104429156E-1,-8.597921580E-2
2.527496100E-2,-1.049694777E0,-4.001164436E-2,-1.207985133E-1
3.003032600E-2,-1.130328894E0,1.548542231E-1,-1.592829973E-1
3.478563900E-2,-1.217682600E0,3.827067912E-1,-1.898262352E-1
3.954100300E-2,-1.298927546E0,6.282744408E-1,-2.160934210E-1
4.429636800E-2,-1.353905439E0,8.689551353E-1,-2.490801066E-1
4.905168000E-2,-1.353905439E0,1.101694584E0,-2.961167097E-1
5.380704500E-2,-1.287932038E0,1.328325510E0,-3.510945439E-1
5.856240900E-2,-1.173700333E0,1.511584878E0,-4.103484154E-1
6.331772200E-2,-1.037477493E0,1.642920852E0,-4.641045034E-1
6.807308600E-2,-9.049198031E-1,1.739437461E0,-4.928151667E-1
7.282845100E-2,-7.931315303E-1,1.798080444E0,-4.891499579E-1
7.758376400E-2,-7.106648088E-1,1.811519504E0,-4.671588540E-1
8.233912800E-2,-6.642391086E-1,1.784641504E0,-4.396699369E-1
8.709449300E-2,-6.459131241E-1,1.725998402E0,-4.121810198E-1
9.184985700E-2,-6.520217657E-1,1.652694702E0,-3.853029609E-1
9.660517000E-2,-6.740128994E-1,1.570227861E0,-3.578140438E-1
1.013605340E-1,-7.076104879E-1,1.482874274E0,-3.321577311E-1
1.061158990E-1,-7.546470761E-1,1.404683590E0,-2.985601723E-1
1.108712110E-1,-8.077923059E-1,1.335655808E0,-2.680169344E-1
1.156265760E-1,-8.591049314E-1,1.272736788E0,-2.490801066E-1
1.203819410E-1,-9.128610492E-1,1.207985044E0,-2.454149276E-1
1.251373050E-1,-9.794453382E-1,1.128572702E0,-2.576322258E-1
1.298926180E-1,-1.068020701E0,1.033277750E0,-2.722929716E-1
1.346479820E-1,-1.169424295E0,9.184352160E-1,-2.759581506E-1
1.394033470E-1,-1.285488605E0,8.109229803E-1,-2.771798968E-1
1.441586590E-1,-1.419878840E0,7.608320713E-1,-2.912297845E-1
1.489140240E-1,-1.546938658E0,7.321214676E-1,-3.028362095E-1
1.536693890E-1,-1.642844439E0,6.893609166E-1,-2.955058515E-1
1.584247530E-1,-1.705152631E0,6.307178736E-1,-2.741255760E-1
1.631800660E-1,-1.739971995E0,5.616901517E-1,-2.466366589E-1
1.679354300E-1,-1.744248033E0,4.749473631E-1,-2.136499584E-1
1.726907950E-1,-1.721646070E0,3.778198659E-1,-1.806632578E-1
1.774461070E-1,-1.670333385E0,2.800815105E-1,-1.470656991E-1
1.822014720E-1,-1.609246850E0,2.012799382E-1,-1.336266696E-1
1.869568360E-1,-1.560988545E0,1.408043355E-1,-1.507308781E-1
1.917122010E-1,-1.515784621E0,7.177661359E-2,-1.831067204E-1
1.964675140E-1,-1.458974123E0,-2.290742844E-2,-2.105956376E-1
2.012228780E-1,-1.389335632E0,-1.175914705E-1,-2.283107042E-1
2.059782430E-1,-1.308701396E0,-1.774562150E-1,-2.435823381E-1
2.107335550E-1,-1.221958637E0,-1.902843714E-1,-2.557996213E-1
2.154889200E-1,-1.128496289E0,-1.615737379E-1,-2.661843300E-1
