Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
6.007088083,-0.016509998956253408,-0.18206633851325196,0.012816546338277534
6.017015083,0.13535520165624162,-0.2227889923991547,0.17702823569220127
6.026942083,0.2793051800641668,-0.26314011215525723,0.33254894996859247
6.036869083,0.4079107804122959,-0.30280972650041976,0.47148964197353826
6.046796083,0.5146364276711191,-0.3415021116857594,0.5871666019207301
6.056723083,0.5942488623889577,-0.37892794049780626,0.6745842310120885
6.066650083,0.6431619870379662,-0.41479372350499716,0.7307837289904835
6.076577083,0.6596862222101845,-0.4487933503492449,0.7550322961944482
6.086504083,0.6441528069465461,-0.48060773055153,0.7488386326123272
6.096431083,0.5988925755717185,-0.5099165334459306,0.715791416616689
6.106358083,0.528063235907126,-0.5364211237553013,0.6612290716075804
6.116286083,0.4373354512437025,-0.5598722924912062,0.5917622782806368
6.126213083,0.333462536220142,-0.580093302792375,0.5146852785949207
6.136140083,0.22376933903871607,-0.5969900339262658,0.4373265904620538
6.146067083,0.11560256473620378,-0.6105452123456581,0.36640113093259397
6.155994083,0.01578780148717716,-0.6208002656542413,0.3074299758442729
6.165921083,-0.06986177229259168,-0.6278331066798409,0.2642886767258649
6.175848083,-0.13694359510889545,-0.631741438612197,0.2389307769665802
6.185775083,-0.18273680623654076,-0.6326389943756404,0.23131245685521024
6.195702083,-0.2063237986909272,-0.6306673523406912,0.239520154191102
6.205629083,-0.20855503283036622,-0.6260201357390127,0.2600789267895765
6.215556083,-0.1918664527140772,-0.618971861837688,0.2883988165084954
6.225483083,-0.15997398685125208,-0.6099023184417907,0.31930245620108033
6.235410083,-0.1174811213834113,-0.5993087902911353,0.34757139418894223
6.245337083,-0.06944191434984305,-0.5878008894452745,0.3684518366253553
6.255264083,-0.020922347033058713,-0.5760750995803678,0.37807211423424736
6.265191083,0.023401846006669384,-0.5648689118516759,0.3737416185182616
6.275118083,0.059580895650562425,-0.5548981647100997,0.35412026576797434
6.285046083,0.08463984609148735,-0.5467854101408361,0.31926478261586727
6.294973083,0.09672977549495665,-0.5409907833209188,0.27057010466466247
6.304900083,0.09517974045045921,-0.537758748982234,0.2106287916441563
6.314827083,0.08045583782383424,-0.5370926718358284,0.14302840776243217
6.324754083,0.054040177498058936,-0.5387634909523604,0.07209923367770947
6.334681083,0.01824669456900677,-0.5423502284045245,0.00261782520171869
6.344608083,-0.024007633849516662,-0.5473020345269491,-0.060529249420021365
6.354535083,-0.06945796411691334,-0.5530072651942745,-0.11271103418564675
6.364462083,-0.11475635909537708,-0.5588559281454185,-0.1499256618323608
6.374389083,-0.1567308116174008,-0.5642864688382647,-0.16914898120224572
6.384316083,-0.19262382162496125,-0.5688136833328737,-0.16861912644928523
6.394243083,-0.2202954953290491,-0.5720392191639324,-0.1480192758201959
6.404170083,-0.23837570090808854,-0.5736486017507604,-0.10853108322521132
6.414096875,-0.24635087822806992,-0.5733993599939495,-0.05274805895531039
6.424023875,-0.24457503253272,-0.571104777650139,0.015543009198975319
6.433950875,-0.23420156368534822,-0.5666178358428425,0.09168818029241685
6.443877875,-0.21704176263492925,-0.5598197168005106,0.17056418224926714
6.453804875,-0.19536485516160657,-0.5506161062300268,0.24700583203996734
6.463732875,-0.1716613238463244,-0.5389424614866922,0.3162195263715892
6.473659875,-0.1483949040279685,-0.5247770521205755,0.37414256284250785
6.483586875,-0.12776907399694393,-0.5081584576729945,0.4177158959919287
6.493513875,-0.111531317396187,-0.489202619164898,0.4450495260236906
6.503440875,-0.10083340327062834,-0.4681139321036033,0.4554735398946638
6.513367875,-0.09615913214359266,-0.4451857083803637,0.44948201871816
6.523294875,-0.09732311917353689,-0.42078759115555786,0.4285896050287545
6.533221875,-0.10353581234290417,-0.39534061978760765,0.3951292464003825
6.543148875,-0.11352210297359011,-0.36928389895714747,0.35202226314436297
6.553075875,-0.12567525650109015,-0.3430392854261954,0.30254743255388006
6.563002875,-0.13822589813083666,-0.3169807869824236,0.2501259577487531
6.572929875,-0.14940751948686248,-0.29141270982444917,0.19812842034701653
6.582856875,-0.15760426496391716,-0.2665564599220277,0.14970285872018926
6.592783875,-0.161472082578225,-0.24254339977993603,0.10762186499043984
6.602710875,-0.1600293488977293,-0.21941212238281022,0.07414909425307423
6.612637875,-0.15271682653954202,-0.1971116269504379,0.05092825496726634
6.622564875,-0.13942880257640433,-0.17551384902879455,0.03889842122932746
6.632491875,-0.12051753955057067,-0.15443729218819777,0.03823875992212902
6.642419875,-0.09677235413128647,-0.13367855177568647,0.04834500993239321
6.652346875,-0.06937384080227658,-0.11304353080839134,0.06784042239697306
6.662273875,-0.039824025167713106,-0.09236874262098396,0.09462560596886291
6.672200875,-0.009854587760677986,-0.07152662766938717,0.1259738724189965
6.682127875,0.0186832415385894,-0.050415541220321075,0.15867885233596915
6.692054875,0.04394267825347732,-0.02894142050866802,0.18925668295012313
6.701981875,0.06421425144567637,-0.007000951099973374,0.21419579148999676
6.711908875,0.07806142889869844,0.015525643579335134,0.2302367469216888
6.721835875,0.08445100254494056,0.038768773676260006,0.23465738676476247
6.731762875,0.08286810155817802,0.06285208555235873,0.22553621367779358
6.741689875,0.07340422921934853,0.0878675854383928,0.20196830611327465
6.751616875,0.05680668387496456,0.11384729731555528,0.16421038766828014
6.761543875,0.03447947733445908,0.14073448949312642,0.11373463610073282
6.771470875,0.00842939989858028,0.16835769987163657,0.05317552502107375
6.781397875,-0.018844106873709902,0.19641234197705426,-0.013837768823163284
6.791324875,-0.044510810683926136,0.2244558775934333,-0.08295830247348986
