"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220645.172,"2023-06-08 12:37:25.172 UTC+02:00"
"PAUSE",3.662123698E1,1686220681.794,"2023-06-08 12:38:01.794 UTC+02:00"
