"event","experiment time","system time","system time text"
"START",0.000000000E0,1686655100.484,"2023-06-13 13:18:20.484 UTC+02:00"
"PAUSE",6.441767852E1,1686655164.901,"2023-06-13 13:19:24.901 UTC+02:00"
