"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
-1.153842085E1,5.324530170E1,1.040528670E1,1.986646378E1,0.000000000E0,0.000000000E0,1.618600082E1,1.000000000E0
2.348119091E0,5.324517076E1,1.040473319E1,1.054952968E1,5.130000114E0,2.435000000E2,1.933753586E1,2.559570885E1
3.348315024E0,5.324515052E1,1.040468001E1,1.216725249E1,3.849999905E0,2.747999878E2,1.712920570E1,2.210417938E1
4.349092988E0,5.324513861E1,1.040459381E1,1.362118008E1,4.469999790E0,2.613999939E2,1.674701500E1,2.076695824E1
5.348935276E0,5.324512985E1,1.040457219E1,1.245369310E1,2.829999924E0,2.762999878E2,1.649028969E1,1.939182281E1
6.349379281E0,5.324511603E1,1.040455077E1,1.102197716E1,2.230000019E0,2.563999939E2,1.770017242E1,1.967614365E1
7.348485006E0,5.324511933E1,1.040450555E1,1.078792668E1,2.640000105E0,2.695000000E2,1.859685135E1,1.858152008E1
8.352371512E0,5.324512475E1,1.040446793E1,1.089030280E1,2.559999943E0,2.715000000E2,2.026503372E1,1.794635010E1
9.349202237E0,5.324511218E1,1.040442656E1,1.277933483E1,2.069999933E0,2.627000122E2,1.886106110E1,1.664172173E1
1.034800020E1,5.324510014E1,1.040437686E1,1.119821649E1,2.400000095E0,2.561000061E2,2.089734459E1,1.679036522E1
1.134946207E1,5.324508992E1,1.040433204E1,1.120315894E1,2.400000095E0,2.555000000E2,2.406033516E1,1.706604576E1
1.235014545E1,5.324508190E1,1.040429074E1,1.118924378E1,2.410000086E0,2.388999939E2,2.625032234E1,1.679153633E1
1.335013805E1,5.324501615E1,1.040421491E1,1.334413584E1,3.950000048E0,2.208999939E2,2.288207626E1,1.685620308E1
1.434934581E1,5.324493927E1,1.040411983E1,1.786736420E1,4.679999828E0,2.076000061E2,2.225324059E1,1.633106995E1
1.534941033E1,5.324478941E1,1.040379241E1,2.397868961E1,5.630000114E0,2.123999939E2,2.007670784E1,1.488220501E1
1.634951767E1,5.324470024E1,1.040383344E1,2.564864571E1,6.309999943E0,1.881000061E2,1.983185005E1,1.430044365E1
1.734962663E1,5.324465634E1,1.040384491E1,2.528321873E1,6.210000038E0,1.861000061E2,2.003492928E1,1.362373257E1
1.835038001E1,5.324456988E1,1.040383093E1,2.589832577E1,6.010000229E0,1.746000061E2,1.680932045E1,1.314200497E1
1.934980881E1,5.324453707E1,1.040382234E1,2.651332975E1,6.150000095E0,1.690000000E2,1.551181507E1,1.264787006E1
2.034962656E1,5.324443596E1,1.040386902E1,2.653403492E1,7.260000229E0,1.663999939E2,1.397637939E1,1.188970470E1
2.134980286E1,5.324433603E1,1.040382089E1,2.376656386E1,7.559999943E0,1.695000000E2,1.249878407E1,1.130884552E1
2.234980457E1,5.324427401E1,1.040383991E1,2.307810884E1,7.360000134E0,1.715000000E2,1.385968781E1,1.133127975E1
2.334814472E1,5.324420491E1,1.040385460E1,2.336675621E1,7.340000153E0,1.706999969E2,1.412476444E1,1.125170517E1
2.435103587E1,5.324411780E1,1.040381560E1,2.164507817E1,7.250000000E0,1.691000061E2,1.298401642E1,1.092827702E1
2.534970649E1,5.324402034E1,1.040376530E1,1.705320970E1,7.730000019E0,1.696000061E2,1.200743961E1,1.099957466E1
2.635053049E1,5.324394814E1,1.040375932E1,1.596307470E1,7.869999886E0,1.758999939E2,1.100727081E1,1.124707603E1
2.734884622E1,5.324389541E1,1.040375276E1,2.093321125E1,7.900000095E0,1.761999969E2,1.033865356E1,1.129146671E1
2.834981684E1,5.324381240E1,1.040381507E1,1.795564806E1,8.279999733E0,1.750000000E2,1.021717739E1,1.152783680E1
2.934876006E1,5.324375017E1,1.040380692E1,2.172008216E1,8.890000343E0,1.783000031E2,8.486970901E0,1.104143238E1
3.035067110E1,5.324364211E1,1.040376306E1,1.697878143E1,9.090000153E0,1.800000000E2,8.099880219E0,1.047171497E1
3.134999500E1,5.324358527E1,1.040378373E1,1.269371513E1,8.840000153E0,1.781999969E2,7.674910545E0,1.005518627E1
3.235002125E1,5.324351509E1,1.040374494E1,9.115251292E0,8.619999886E0,1.786999969E2,7.506309986E0,1.011493492E1
3.334930234E1,5.324339605E1,1.040376634E1,1.188093225E1,9.729999542E0,1.751000061E2,7.783658504E0,1.068664455E1
3.435248066E1,5.324333190E1,1.040379733E1,1.307186473E1,9.829999924E0,1.743000031E2,8.775628090E0,1.210038948E1
3.535195030E1,5.324324046E1,1.040382002E1,1.150647163E1,1.011999989E1,1.688999939E2,8.956407547E0,1.228925419E1
3.634885138E1,5.324316051E1,1.040383925E1,1.320043551E1,1.081000042E1,1.716000061E2,9.718006134E0,1.249757481E1
3.735032909E1,5.324306350E1,1.040385156E1,1.174551083E1,1.057999992E1,1.716000061E2,1.103699207E1,1.281223869E1
3.835052299E1,5.324298798E1,1.040385956E1,1.084237807E1,9.760000229E0,1.738000031E2,1.220815086E1,1.326998138E1
3.934961007E1,5.324288824E1,1.040386044E1,1.639367843E1,7.789999962E0,1.721000061E2,1.164539337E1,1.336911297E1
4.034957882E1,5.324282618E1,1.040388710E1,1.712404418E1,7.889999866E0,1.788999939E2,1.174908257E1,1.274195004E1
4.134963876E1,5.324275921E1,1.040389334E1,1.694571749E1,8.289999962E0,1.761000061E2,1.337917614E1,1.319694710E1
4.235040052E1,5.324266801E1,1.040388370E1,1.673043262E1,8.789999962E0,1.748999939E2,1.359448147E1,1.338058281E1
4.335030865E1,5.324257594E1,1.040389225E1,1.640393463E1,8.670000076E0,1.731999969E2,1.552497768E1,1.391378307E1
4.434953864E1,5.324260054E1,1.040401432E1,1.560583788E1,6.960000038E0,1.593000031E2,1.461105824E1,1.357161903E1
4.534920744E1,5.324257229E1,1.040405385E1,1.484198840E1,6.170000076E0,1.590000000E2,1.362033463E1,1.304292774E1
4.635016811E1,5.324252411E1,1.040408461E1,1.381596533E1,6.320000172E0,1.626000061E2,1.441394424E1,1.248578167E1
4.734921878E1,5.324251362E1,1.040402945E1,1.356926265E1,4.639999866E0,1.676000061E2,1.428733635E1,1.291919041E1
4.834988503E1,5.324247233E1,1.040399925E1,1.419164578E1,3.079999924E0,1.643999939E2,1.274106979E1,1.233069229E1
4.934784070E1,5.324246423E1,1.040398689E1,1.393815834E1,2.480000019E0,1.813999939E2,1.224769115E1,1.183358192E1
5.035141924E1,5.324244710E1,1.040400320E1,1.357319789E1,2.710000038E0,1.718999939E2,1.224780178E1,1.132118702E1
