"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
-1.706202967E1,5.324092120E1,1.039816810E1,0.000000000E0,0.000000000E0,0.000000000E0,1.600000000E3,0.000000000E0
1.914204204E0,5.324110530E1,1.040417966E1,2.146910768E1,0.000000000E0,0.000000000E0,1.390093899E1,2.370683098E1
2.913606699E0,5.324110425E1,1.040417910E1,2.166985088E1,0.000000000E0,0.000000000E0,1.157936954E1,1.943181038E1
3.914990861E0,5.324110402E1,1.040417889E1,2.163206984E1,0.000000000E0,0.000000000E0,9.779119492E0,1.624736023E1
4.914812211E0,5.324110148E1,1.040418007E1,2.181852800E1,0.000000000E0,0.000000000E0,8.143268585E0,1.324677372E1
5.915251634E0,5.324098706E1,1.040423142E1,1.900241948E1,8.060000420E0,1.628000031E2,7.019283772E0,1.154530144E1
6.916153035E0,5.324090770E1,1.040422170E1,1.170060483E1,6.440000057E0,1.718999939E2,6.055859566E0,9.821102142E0
7.913374645E0,5.324080864E1,1.040426175E1,1.361676205E1,6.800000191E0,1.696999969E2,6.733217716E0,1.051868439E1
8.914742818E0,5.324070649E1,1.040424591E1,1.605368413E1,7.940000057E0,1.806000061E2,6.593241215E0,1.081835938E1
9.915602970E0,5.324060585E1,1.040419724E1,1.522865597E1,7.739999771E0,1.796000061E2,6.116791248E0,9.900960922E0
1.091462869E1,5.324048467E1,1.040418594E1,1.985536695E1,9.750000000E0,1.781000061E2,5.387635708E0,9.265521049E0
1.191383832E1,5.324036136E1,1.040420455E1,1.804609115E1,1.000000000E1,1.736999969E2,5.139462948E0,9.026456833E0
1.291363754E1,5.324027519E1,1.040420935E1,1.915240364E1,1.006999969E1,1.768000031E2,5.242494106E0,8.687201500E0
1.391359139E1,5.324017910E1,1.040422913E1,1.952810547E1,1.080000019E1,1.756000061E2,5.945743084E0,9.861217499E0
1.491401852E1,5.324004153E1,1.040423365E1,1.410333386E1,1.122999954E1,1.753000031E2,5.701177597E0,9.753969193E0
1.591548065E1,5.323994877E1,1.040426113E1,1.455698024E1,1.110000038E1,1.738000031E2,5.634850502E0,9.594304085E0
1.691357408E1,5.323986673E1,1.040427873E1,1.539205476E1,1.032999992E1,1.738999939E2,6.175937653E0,1.028201389E1
1.791505247E1,5.323977721E1,1.040426546E1,1.625831656E1,1.031000042E1,1.763999939E2,6.775994301E0,1.110635948E1
1.891476241E1,5.323966254E1,1.040427090E1,1.597548630E1,1.059000015E1,1.756999969E2,6.782059193E0,1.088531971E1
1.991367100E1,5.323955478E1,1.040427630E1,1.333512263E1,1.072000027E1,1.750000000E2,7.342962742E0,1.092790604E1
2.091394323E1,5.323945768E1,1.040429786E1,1.230432823E1,1.114999962E1,1.738000031E2,7.160318375E0,1.053048229E1
2.191618229E1,5.323935184E1,1.040429711E1,1.200936738E1,1.088000011E1,1.751000061E2,6.749463558E0,1.022761536E1
2.291503624E1,5.323924412E1,1.040433636E1,1.037955221E1,1.148999977E1,1.736999969E2,6.848992348E0,1.033557701E1
2.391565166E1,5.323915098E1,1.040433456E1,7.981949904E0,1.093999958E1,1.746000061E2,6.251747131E0,9.753685951E0
2.491406488E1,5.323905982E1,1.040435582E1,8.875542094E0,1.092000008E1,1.761000061E2,6.634136200E0,9.824995995E0
2.591343160E1,5.323896067E1,1.040436320E1,9.449119153E0,1.068999958E1,1.778000031E2,7.694989681E0,9.938004494E0
2.691448701E1,5.323886105E1,1.040437567E1,9.382557176E0,1.122000027E1,1.763999939E2,9.212712288E0,1.000320435E1
2.791463304E1,5.323881503E1,1.040438954E1,9.108434835E0,8.220000267E0,1.736000061E2,1.069697380E1,1.003775787E1
2.891453616E1,5.323874114E1,1.040439326E1,9.572615503E0,8.630000114E0,1.766000061E2,1.102518082E1,9.785390854E0
2.991474548E1,5.323867223E1,1.040429008E1,1.041678122E1,8.310000420E0,1.888000031E2,1.033529377E1,9.443654060E0
3.091390772E1,5.323861420E1,1.040426980E1,1.275928950E1,6.780000210E0,1.826000061E2,9.824758530E0,9.529966354E0
3.191478646E1,5.323857439E1,1.040433610E1,1.126250389E1,5.900000095E0,1.771999969E2,8.496992111E0,9.413717270E0
3.291525750E1,5.323850993E1,1.040437478E1,1.133935883E1,5.340000153E0,1.768999939E2,7.111337185E0,9.327172279E0
3.391643552E1,5.323845795E1,1.040441790E1,1.632473970E1,5.829999924E0,1.756000061E2,6.962389946E0,9.280369759E0
