"event","experiment time","system time","system time text"
"START",0.000000000E0,1685962431.521,"2023-06-05 12:53:51.521 UTC+02:00"
"PAUSE",7.857805018E1,1685962510.099,"2023-06-05 12:55:10.099 UTC+02:00"
