"event","experiment time","system time","system time text"
"START",0.000000000E0,1685966350.759,"2023-06-05 13:59:10.759 UTC+02:00"
"PAUSE",7.912156382E1,1685966429.881,"2023-06-05 14:00:29.881 UTC+02:00"
