"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.592489481E-1,5.323594989E1,1.041166376E1,1.589613083E1,0.000000000E0,1.168870302E2,4.757571728E0,4.757571728E0
1.659244180E0,5.323595096E1,1.041166367E1,1.555686180E1,0.000000000E0,1.168870308E2,4.757203686E0,4.757203686E0
2.659240127E0,5.323594734E1,1.041165364E1,1.569546695E1,0.000000000E0,1.168870180E2,4.760971707E0,4.760971707E0
3.659235358E0,5.323594701E1,1.041165467E1,1.574955097E1,0.000000000E0,8.753350096E1,4.769691435E0,4.769691435E0
4.659231544E0,5.323594690E1,1.041165117E1,1.524767690E1,0.000000000E0,8.753349815E1,4.789266651E0,4.789266651E0
5.659227014E0,5.323594685E1,1.041165103E1,1.522663808E1,0.000000000E0,8.753349803E1,4.798365828E0,4.798365828E0
6.659222126E0,5.323594685E1,1.041165103E1,1.522663808E1,0.000000000E0,8.753349803E1,4.807778928E0,4.807778928E0
7.659217715E0,5.323594159E1,1.041164206E1,1.573823583E1,0.000000000E0,8.753348977E1,4.837331241E0,4.837331241E0
8.659213185E0,5.323592668E1,1.041166144E1,1.557691836E1,1.178631197E0,1.364299209E2,4.856227308E0,4.856227308E0
9.659209609E0,5.323591052E1,1.041168869E1,1.546633076E1,2.053578677E0,1.353973637E2,4.850979130E0,4.850979130E0
1.065920484E1,5.323589042E1,1.041170984E1,1.557197948E1,2.633018835E0,1.362071623E2,4.850487741E0,4.850487741E0
1.165920031E1,5.323586004E1,1.041175746E1,1.507174227E1,3.816912099E0,1.336587142E2,4.853504146E0,4.853504146E0
1.265919614E1,5.323584673E1,1.041179730E1,1.563862749E1,3.672888353E0,1.256543761E2,4.861347400E0,4.861347400E0
1.365919185E1,5.323583185E1,1.041187419E1,1.560794413E1,4.463561085E0,1.148895264E2,4.864391717E0,4.864391717E0
1.465918684E1,5.323580827E1,1.041193612E1,1.584175520E1,4.643809661E0,1.169717939E2,4.892294058E0,4.892294058E0
1.565918231E1,5.323579584E1,1.041200078E1,1.606744686E1,4.459335262E0,1.141684645E2,4.973896176E0,4.973896176E0
1.665917766E1,5.323577770E1,1.041206515E1,1.617128836E1,4.504304491E0,1.155295690E2,5.186358504E0,5.186358504E0
1.765917325E1,5.323575275E1,1.041211658E1,1.609327822E1,4.235688918E0,1.216054884E2,5.701676646E0,5.701676646E0
1.865916967E1,5.323572510E1,1.041213167E1,1.628204038E1,3.338627159E0,1.349702237E2,5.485553279E0,5.485553279E0
1.965916502E1,5.323569901E1,1.041214778E1,1.644018228E1,2.937826469E0,1.443659360E2,6.145841408E0,6.145841408E0
2.065915990E1,5.323565649E1,1.041214626E1,1.628882404E1,3.301902091E0,1.571560862E2,6.568310701E0,6.568310701E0
2.165915620E1,5.323561179E1,1.041213829E1,1.607457484E1,3.849285901E0,1.653650212E2,6.808638613E0,6.808638613E0
2.265915191E1,5.323556970E1,1.041213310E1,1.575993891E1,4.097472134E0,1.717095913E2,7.293762768E0,7.293762768E0
2.365914667E1,5.323553056E1,1.041212961E1,1.584443926E1,4.160921129E0,1.776594492E2,7.715883233E0,7.715883233E0
2.465914178E1,5.323549703E1,1.041212639E1,1.625814358E1,4.109178712E0,1.806189753E2,7.813234816E0,7.813234816E0
2.565913785E1,5.323546076E1,1.041212283E1,1.582517429E1,4.084674232E0,1.817299017E2,7.919544976E0,7.919544976E0
2.665913355E1,5.323543167E1,1.041212746E1,1.568374206E1,3.686957594E0,1.816098031E2,8.055082164E0,8.055082164E0
2.765912890E1,5.323540479E1,1.041212647E1,1.580428516E1,3.327940764E0,1.840001384E2,8.341043368E0,8.341043368E0
2.865912449E1,5.323536920E1,1.041211559E1,1.558625604E1,3.371735874E0,1.869681229E2,8.653737266E0,8.653737266E0
2.965912032E1,5.323532005E1,1.041210009E1,1.566654328E1,3.809142365E0,1.896212382E2,8.795410788E0,8.795410788E0
3.065911567E1,5.323528709E1,1.041207030E1,1.539923565E1,4.037250357E0,1.961026164E2,8.802841838E0,8.802841838E0
3.165911055E1,5.323524904E1,1.041205559E1,1.520738942E1,4.246435321E0,1.959810022E2,8.828792852E0,8.828792852E0
3.265910697E1,5.323521272E1,1.041203182E1,1.558502774E1,4.165949570E0,1.992612961E2,8.804894696E0,8.804894696E0
3.365910244E1,5.323518236E1,1.041199758E1,1.546525640E1,3.923132366E0,2.056762374E2,8.832523509E0,8.832523509E0
3.465909731E1,5.323520778E1,1.041199877E1,1.537342739E1,9.055324664E-1,2.200954077E2,8.373869072E0,8.373869072E0
3.565909266E1,5.323520261E1,1.041195889E1,1.574078560E1,1.176254622E0,2.436076973E2,8.335441227E0,8.335441227E0
3.665908802E1,5.323519251E1,1.041193550E1,1.564731823E1,1.445483672E0,2.428164017E2,8.242348803E0,8.242348803E0
3.765908408E1,5.323516216E1,1.041190982E1,1.552476027E1,2.136245832E0,2.322329514E2,8.249379657E0,8.249379657E0
3.865907991E1,5.323514376E1,1.041193508E1,1.594586409E1,9.497268040E-1,2.096487183E2,7.845977586E0,7.845977586E0
3.965907550E1,5.323512013E1,1.041191438E1,1.602324606E1,1.409727418E0,2.098320460E2,7.827996234E0,7.827996234E0
4.065907061E1,5.323508966E1,1.041188736E1,1.593045920E1,2.049208653E0,2.097713807E2,7.895177385E0,7.895177385E0
4.165906632E1,5.323509210E1,1.041187320E1,1.636610562E1,9.528944477E-1,2.237542294E2,7.776228198E0,7.776228198E0
4.265906191E1,5.323508096E1,1.041183683E1,1.618613747E1,1.452664924E0,2.306227286E2,7.902134662E0,7.902134662E0
4.365905750E1,5.323505599E1,1.041179503E1,1.694492911E1,2.091798196E0,2.288863328E2,8.121438951E0,8.121438951E0
4.465905309E1,5.323505077E1,1.041178313E1,1.657289980E1,1.026347675E0,2.326968304E2,8.069300328E0,8.069300328E0
4.565904820E1,5.323501900E1,1.041174400E1,1.657122737E1,1.749849119E0,2.272992089E2,8.107283343E0,8.107283343E0
4.665904391E1,5.323498252E1,1.041168945E1,1.647152542E1,2.579065055E0,2.269523038E2,8.285342003E0,8.285342003E0
4.765903902E1,5.323496999E1,1.041169434E1,1.617152288E1,1.039361391E0,2.192513688E2,8.080760896E0,8.080760896E0
4.865903497E1,5.323493719E1,1.041163476E1,1.570086212E1,1.762335576E0,2.268451724E2,8.034503256E0,8.034503256E0
4.965903032E1,5.323490188E1,1.041153408E1,1.691604908E1,2.542231416E0,2.320674681E2,8.066531991E0,8.066531991E0
5.065902555E1,5.323488141E1,1.041151182E1,1.636864296E1,1.044935763E0,2.305132167E2,7.983999692E0,7.983999692E0
5.165902102E1,5.323484627E1,1.041147455E1,1.682730243E1,1.660227281E0,2.253903457E2,8.002581668E0,8.002581668E0
5.265901625E1,5.323479699E1,1.041142418E1,1.641749082E1,2.516320390E0,2.215288966E2,7.975269341E0,7.975269341E0
5.365901220E1,5.323478113E1,1.041140560E1,1.592886554E1,1.064673938E0,2.220024410E2,7.785543122E0,7.785543122E0
5.465900719E1,5.323475723E1,1.041136108E1,1.668492137E1,1.644407144E0,2.310790173E2,7.623580180E0,7.623580180E0
5.565900326E1,5.323471045E1,1.041134103E1,1.615463155E1,1.991894663E0,2.216948604E2,7.553833103E0,7.553833103E0
5.665899813E1,5.323468100E1,1.041133856E1,1.586442221E1,9.717186332E-1,2.112300158E2,7.356650018E0,7.356650018E0
5.765899432E1,5.323465369E1,1.041131798E1,1.593272546E1,1.256504475E0,2.126554886E2,7.374588512E0,7.374588512E0
5.865899003E1,5.323463248E1,1.041129811E1,1.593795786E1,1.173246172E0,2.122536436E2,7.465672934E0,7.465672934E0
5.965898526E1,5.323461977E1,1.041125829E1,1.553762076E1,1.150746315E0,2.207232714E2,7.430717977E0,7.430717977E0
6.065898025E1,5.323460898E1,1.041124200E1,1.539662368E1,6.676708983E-1,2.291900124E2,7.257891138E0,7.257891138E0
6.165897584E1,5.323459666E1,1.041123766E1,1.539051651E1,5.576439283E-1,2.291425333E2,7.137405424E0,7.137405424E0
6.265897131E1,5.323458744E1,1.041124238E1,1.543111560E1,0.000000000E0,2.295204860E2,7.126426631E0,7.126426631E0
6.365896749E1,5.323457903E1,1.041122949E1,1.549395777E1,0.000000000E0,2.295204754E2,7.115583271E0,7.115583271E0
6.465896237E1,5.323456056E1,1.041122315E1,1.592774431E1,0.000000000E0,2.295204687E2,6.724802789E0,6.724802789E0
6.565895796E1,5.323453829E1,1.041120716E1,1.554703019E1,0.000000000E0,2.295204543E2,6.376621789E0,6.376621789E0
