"event","experiment time","system time","system time text"
"START",0.000000000E0,1686819062.543,"2023-06-15 10:51:02.543 UTC+02:00"
"PAUSE",7.935012806E1,1686819141.893,"2023-06-15 10:52:21.893 UTC+02:00"
