"event","experiment time","system time","system time text"
"START",0.000000000E0,1686581746.981,"2023-06-12 16:55:46.981 UTC+02:00"
"PAUSE",5.845333362E1,1686581805.435,"2023-06-12 16:56:45.435 UTC+02:00"
