"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653276.099,"2023-06-13 12:47:56.099 UTC+02:00"
"PAUSE",2.928237405E1,1686653305.382,"2023-06-13 12:48:25.382 UTC+02:00"
