"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685534948216532E9,"2023-05-31 14:09:08.217 UTC+02:00"
"PAUSE",4.263819783335202E1,1.685534990854466E9,"2023-05-31 14:09:50.854 UTC+02:00"
