"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.546870947E-1,5.322972868E1,1.040395149E1,3.321456163E1,5.011000112E-2,1.032400675E2,1.850094548E1,1.850094548E1
1.854660511E0,5.322971701E1,1.040395894E1,3.321595017E1,1.898034811E-1,1.132861679E2,1.742347295E1,1.742347295E1
2.854632735E0,5.322970644E1,1.040396553E1,3.322783011E1,2.930782735E-1,1.592589203E2,1.651080707E1,1.651080707E1
3.854110003E0,5.322970711E1,1.040394622E1,3.322521358E1,3.792146146E-1,1.902117220E2,1.555325897E1,1.555325897E1
4.854817867E0,5.322970253E1,1.040393957E1,3.327730182E1,3.792146146E-1,1.873839552E2,2.989370012E1,2.989370012E1
5.854790330E0,5.322970158E1,1.040394710E1,3.326628106E1,3.792146146E-1,1.440795612E2,1.362523936E1,1.362523936E1
6.804049850E0,5.322969299E1,1.040395398E1,3.325795057E1,3.987413347E-1,1.481743603E2,1.292328647E1,1.292328647E1
7.753718853E0,5.322968629E1,1.040395545E1,3.324788684E1,2.146310657E-1,1.608182792E2,1.259211550E1,1.259211550E1
8.703692317E0,5.322968504E1,1.040395766E1,3.324858452E1,2.203218639E-1,1.673048738E2,1.225014544E1,1.225014544E1
9.653901935E0,5.322968970E1,1.040395916E1,3.324595813E1,1.604722291E-1,1.437048831E2,1.215168519E1,1.215168519E1
1.060413098E1,5.322968970E1,1.040395916E1,3.324595820E1,1.604722291E-1,-1.000000000E0,1.215168519E1,1.215168519E1
1.155410528E1,5.322968979E1,1.040396090E1,3.323952816E1,1.465103030E-1,-1.000000000E0,1.213660164E1,1.213660164E1
1.250452054E1,5.322969257E1,1.040395921E1,3.323749152E1,6.329064071E-2,-1.000000000E0,1.315636366E1,1.315636366E1
1.345363820E1,5.322969692E1,1.040393207E1,3.322784667E1,5.854932070E-1,2.826275116E2,1.620157181E1,1.620157181E1
1.440361202E1,5.322969499E1,1.040393129E1,3.322646996E1,5.854932070E-1,2.785561385E2,1.300117247E1,1.300117247E1
1.535406780E1,5.322969956E1,1.040392603E1,3.322569878E1,5.467268229E-1,2.908404918E2,1.215582342E1,1.215582342E1
1.630404127E1,5.322970779E1,1.040392657E1,3.322291187E1,5.458699465E-1,3.105344116E2,1.234873722E1,1.234873722E1
1.725360918E1,5.322970606E1,1.040392474E1,3.322332452E1,5.458699465E-1,-1.000000000E0,1.268611089E1,1.268611089E1
1.820358264E1,5.322970059E1,1.040392115E1,3.322469752E1,4.450840056E-1,-1.000000000E0,1.298862663E1,1.298862663E1
1.915355718E1,5.322969458E1,1.040392030E1,3.322329467E1,4.450840056E-1,-1.000000000E0,1.330646421E1,1.330646421E1
2.010353065E1,5.322968339E1,1.040390386E1,3.322321072E1,4.450840056E-1,-1.000000000E0,1.353760531E1,1.353760531E1
2.105350459E1,5.322967165E1,1.040391099E1,3.322991886E1,4.049628973E-1,-1.000000000E0,1.358977245E1,1.358977245E1
2.200347912E1,5.322966490E1,1.040392310E1,3.323623899E1,4.049628973E-1,-1.000000000E0,1.363796765E1,1.363796765E1
2.298445177E1,5.322965927E1,1.040391776E1,3.323824949E1,2.969815135E-1,-1.000000000E0,1.348597491E1,1.348597491E1
2.398442400E1,5.322965583E1,1.040391675E1,3.324705513E1,2.969815135E-1,-1.000000000E0,1.345796498E1,1.345796498E1
2.498439682E1,5.322965087E1,1.040392362E1,3.324836175E1,2.684678435E-1,-1.000000000E0,1.353182119E1,1.353182119E1
2.598436964E1,5.322963105E1,1.040391100E1,3.324945112E1,2.684678435E-1,-1.000000000E0,1.326114143E1,1.326114143E1
2.698434246E1,5.322962197E1,1.040389252E1,3.324882082E1,6.766400933E-1,2.308836565E2,1.352600714E1,1.352600714E1
2.798431492E1,5.322961482E1,1.040388584E1,3.324872033E1,7.330124974E-1,2.307504052E2,1.994031796E1,1.994031796E1
2.898428750E1,5.322960409E1,1.040387340E1,3.324887929E1,7.945359945E-1,2.299021764E2,2.787026523E1,2.787026523E1
2.998425972E1,5.322959647E1,1.040386181E1,3.325012540E1,7.945359945E-1,2.263732747E2,3.329885319E1,3.329885319E1
3.098423278E1,5.322959799E1,1.040389401E1,3.148551344E1,5.918426669E-1,-1.000000000E0,2.317082652E1,2.317082652E1
3.198420548E1,5.322959461E1,1.040388541E1,3.181929302E1,4.851113334E-1,-1.000000000E0,2.613394857E1,2.613394857E1
3.298417771E1,5.322959701E1,1.040387770E1,3.198664614E1,0.000000000E0,-1.000000000E0,2.092550902E1,2.092550902E1
3.398415053E1,5.322960958E1,1.040389833E1,3.209339263E1,9.473621617E-2,-1.000000000E0,1.927896898E1,1.927896898E1
3.498412240E1,5.322960959E1,1.040389815E1,3.206729596E1,0.000000000E0,-1.000000000E0,1.809278601E1,1.809278601E1
3.598409510E1,5.322962649E1,1.040389725E1,3.236826521E1,9.758725873E-2,-1.000000000E0,1.733375699E1,1.733375699E1
3.698406851E1,5.322963256E1,1.040389336E1,3.268570878E1,1.604463416E-1,-1.000000000E0,1.704436102E1,1.704436102E1
