"event","experiment time","system time","system time text"
"START",0.000000000E0,1685962131.255,"2023-06-05 12:48:51.255 UTC+02:00"
"PAUSE",8.472879056E1,1685962215.983,"2023-06-05 12:50:15.983 UTC+02:00"
