"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.733652300E-2,-1.993709952E-1,1.957821548E-1,-1.580612659E-1
2.209162800E-2,-1.663842946E-1,1.841757298E-1,-1.580612659E-1
2.684673200E-2,-1.217911690E-1,1.737910360E-1,-1.598938555E-1
3.160188800E-2,-7.231111825E-2,1.621845961E-1,-1.635590494E-1
3.635699200E-2,-1.733328775E-2,1.511890292E-1,-1.684459597E-1
4.111214800E-2,4.192059487E-2,1.383608729E-1,-1.745546162E-1
4.586725300E-2,9.934188426E-2,1.273653060E-1,-1.782197952E-1
5.062240900E-2,1.518762559E-1,1.194240674E-1,-1.824958473E-1
5.537751300E-2,2.001345754E-1,1.151480079E-1,-1.831067204E-1
6.013261700E-2,2.404516488E-1,1.120936871E-1,-1.818849891E-1
6.488777300E-2,2.691622972E-1,1.084285006E-1,-1.788306683E-1
6.964287800E-2,2.850447893E-1,1.053741723E-1,-1.763872057E-1
7.439803400E-2,2.868773639E-1,9.987638891E-2,-1.727220118E-1
7.915313800E-2,2.758817971E-1,9.743293375E-2,-1.696676910E-1
8.390829400E-2,2.514472008E-1,9.315688163E-2,-1.660024971E-1
8.866339800E-2,2.172387838E-1,9.071341902E-2,-1.647807807E-1
9.341850300E-2,1.763108522E-1,9.315688163E-2,-1.653916389E-1
9.817365900E-2,1.353829056E-1,1.017089859E-1,-1.629481763E-1
1.029287630E-1,9.017891437E-2,1.175914705E-1,-1.580612659E-1
1.076839190E-1,4.192059487E-2,1.481347084E-1,-1.421787739E-1
1.124390230E-1,-5.115992390E-3,1.682932526E-1,-1.287397593E-1
1.171941280E-1,-5.398517475E-2,1.695149690E-1,-1.262962967E-1
1.219492840E-1,-1.004109010E-1,1.627954692E-1,-1.281288862E-1
1.267043880E-1,-1.443931609E-1,1.511890292E-1,-1.348484010E-1
1.314595440E-1,-1.810450554E-1,1.426369250E-1,-1.464548260E-1
1.362146480E-1,-2.103665620E-1,1.401934624E-1,-1.592829973E-1
1.409698050E-1,-2.317468226E-1,1.469129771E-1,-1.702785641E-1
1.457249090E-1,-2.464075834E-1,1.621845961E-1,-1.788306683E-1
1.504800130E-1,-2.543488145E-1,1.817322671E-1,-1.806632578E-1
1.552351690E-1,-2.543488145E-1,2.018908113E-1,-1.837175786E-1
1.599902730E-1,-2.482401729E-1,2.202167511E-1,-1.879936308E-1
1.647454300E-1,-2.348011434E-1,2.367101014E-1,-1.916588247E-1
1.695005340E-1,-2.176969349E-1,2.513708472E-1,-1.977674663E-1
1.742556900E-1,-1.938732117E-1,2.623664141E-1,-2.026543915E-1
1.790107940E-1,-1.645517051E-1,2.696968019E-1,-2.075413018E-1
1.837659500E-1,-1.303432733E-1,2.739728391E-1,-2.118173689E-1
