"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685961504453355E9,"2023-06-05 12:38:24.453 UTC+02:00"
"PAUSE",5.702349812500142E1,1.685961561476595E9,"2023-06-05 12:39:21.477 UTC+02:00"
