"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.342826187E0,5.323809970E1,1.040877190E1,1.835439582E1,0.000000000E0,0.000000000E0,2.110600090E1,1.000000000E0
3.117244459E0,5.323810459E1,1.040874637E1,5.156071123E1,0.000000000E0,0.000000000E0,2.400000000E1,4.252282715E1
4.086999420E0,5.323808427E1,1.040855600E1,1.861256325E1,0.000000000E0,0.000000000E0,6.000000000E0,9.403320312E0
5.121506458E0,5.323808842E1,1.040853017E1,1.527269357E1,0.000000000E0,0.000000000E0,6.000000000E0,9.067169189E0
6.110663226E0,5.323809751E1,1.040854260E1,1.600928508E1,7.060919404E-1,7.624221039E1,8.000000000E0,9.298630714E0
7.132006187E0,5.323810637E1,1.040855365E1,1.519360078E1,1.302132010E0,5.983031082E1,8.000000000E0,8.334771156E0
8.660402302E0,5.323812218E1,1.040858315E1,1.648959743E1,1.694886446E0,5.746802902E1,6.000000000E0,7.056869507E0
9.671819532E0,5.323813008E1,1.040860956E1,1.639153643E1,2.014188290E0,5.752853775E1,6.000000000E0,6.663174629E0
1.067054284E1,5.323813961E1,1.040863994E1,1.688382232E1,2.404576302E0,5.834457397E1,6.000000000E0,6.250575066E0
1.166829253E1,5.323815110E1,1.040867275E1,1.707771118E1,2.504213572E0,5.632270432E1,6.000000000E0,5.884774208E0
1.266965684E1,5.323816609E1,1.040870234E1,1.706785885E1,2.623971939E0,4.889791489E1,6.000000000E0,5.565207005E0
1.367665618E1,5.323818268E1,1.040873324E1,1.731254570E1,2.925723314E0,4.120465851E1,6.000000000E0,5.323399067E0
1.466489564E1,5.323820326E1,1.040876402E1,1.732925155E1,3.179360151E0,4.000177002E1,6.000000000E0,5.113091469E0
1.566427826E1,5.323822599E1,1.040879818E1,1.708037265E1,3.339060545E0,3.963516617E1,6.000000000E0,4.940741539E0
1.667750091E1,5.323825027E1,1.040883241E1,1.701463758E1,3.536608219E0,3.663936234E1,4.000000000E0,4.825558662E0
1.767153695E1,5.323827491E1,1.040886676E1,1.738900211E1,3.630331755E0,3.614138794E1,4.000000000E0,4.720254898E0
1.866099622E1,5.323830294E1,1.040890393E1,1.768178205E1,4.187661171E0,3.117292213E1,4.000000000E0,4.626184940E0
1.967352018E1,5.323833607E1,1.040894031E1,1.799281515E1,3.934776545E0,3.137834358E1,4.000000000E0,4.538949013E0
2.067406849E1,5.323836831E1,1.040896844E1,1.802805396E1,3.990618467E0,2.693614197E1,4.000000000E0,4.470568180E0
2.168354079E1,5.323840242E1,1.040899184E1,1.907934687E1,3.417675495E0,1.491882706E1,4.000000000E0,4.398057938E0
2.268054529E1,5.323843453E1,1.040900078E1,1.922897406E1,4.201234818E0,3.532068176E2,4.000000000E0,4.360857010E0
2.366789856E1,5.323847589E1,1.040898951E1,1.869293383E1,4.281162739E0,3.512141113E2,4.000000000E0,4.289757729E0
2.467097614E1,5.323851738E1,1.040897735E1,1.852794249E1,3.942311049E0,3.517502441E2,6.000000000E0,4.219503403E0
2.566291302E1,5.323855726E1,1.040895818E1,1.836906290E1,3.733686686E0,3.511173096E2,6.000000000E0,4.164571285E0
2.667373006E1,5.323859116E1,1.040894974E1,1.833184437E1,3.845717669E0,3.523288574E2,6.000000000E0,4.116902828E0
2.767357663E1,5.323862921E1,1.040894428E1,1.821052746E1,3.604642630E0,3.588484497E2,6.000000000E0,4.066959381E0
2.865563490E1,5.323866521E1,1.040894325E1,1.794940585E1,3.923513412E0,6.201654434E0,4.000000000E0,4.032289505E0
2.967290725E1,5.323870324E1,1.040895514E1,1.789391034E1,3.630625725E0,2.683909035E1,4.000000000E0,3.989039898E0
