"event","experiment time","system time","system time text"
"START",0.000000000E0,1686819844.866,"2023-06-15 11:04:04.866 UTC+02:00"
"PAUSE",3.965282614E1,1686819884.518,"2023-06-15 11:04:44.518 UTC+02:00"
