"event","experiment time","system time","system time text"
"START",0.000000000E0,1686656274.090,"2023-06-13 13:37:54.090 UTC+02:00"
"PAUSE",5.538443060E1,1686656329.474,"2023-06-13 13:38:49.474 UTC+02:00"
