"event","experiment time","system time","system time text"
"START",0.000000000E0,1686771909.195,"2023-06-14 21:45:09.195 UTC+02:00"
"PAUSE",4.133996995E1,1686771950.535,"2023-06-14 21:45:50.535 UTC+02:00"
