"event","experiment time","system time","system time text"
"START",0.000000000E0,1685966110.017,"2023-06-05 13:55:10.017 UTC+02:00"
"PAUSE",9.472828053E1,1685966204.746,"2023-06-05 13:56:44.746 UTC+02:00"
