"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.729934692E-3,5.322843434E1,1.040466822E1,3.063476372E1,-1.000000000E0,-1.000000000E0,5.000000000E1,5.000000000E1
8.729934692E-3,5.322844179E1,1.040466851E1,3.026195335E1,-1.000000000E0,-1.000000000E0,5.000000000E1,5.000000000E1
4.181070328E-1,5.322832350E1,1.040466657E1,3.138313484E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.636958957E0,5.322829623E1,1.040466622E1,3.207187653E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
7.644948006E0,5.322841206E1,1.040466854E1,3.268463707E1,-1.000000000E0,-1.000000000E0,5.000000000E1,5.000000000E1
8.011263967E0,5.322843433E1,1.040466874E1,3.294296074E1,-1.000000000E0,-1.000000000E0,5.000000000E1,5.000000000E1
1.509997904E1,5.322846480E1,1.040466913E1,3.319189262E1,-1.000000000E0,-1.000000000E0,5.000000000E1,5.000000000E1
1.547389793E1,5.322843366E1,1.040446070E1,3.202556992E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
1.642245102E1,5.322842458E1,1.040436752E1,3.160275841E1,-1.000000000E0,-1.000000000E0,4.244703083E1,4.244703083E1
1.843719697E1,5.322841387E1,1.040425297E1,3.126131058E1,-1.000000000E0,-1.000000000E0,5.382177863E1,5.382177863E1
1.845422399E1,5.322840513E1,1.040419894E1,3.103374100E1,-1.000000000E0,-1.000000000E0,5.382255514E1,5.382255514E1
1.846571898E1,5.322839937E1,1.040416339E1,3.086493111E1,-1.000000000E0,-1.000000000E0,5.382290979E1,5.382290979E1
3.223456705E1,5.322838223E1,1.040376336E1,2.513989449E1,-1.000000000E0,-1.000000000E0,2.892843551E2,2.892843551E2
3.224862194E1,5.322838222E1,1.040376300E1,2.513989449E1,-1.000000000E0,-1.000000000E0,2.892846064E2,2.892846064E2
