"event","experiment time","system time","system time text"
"START",0.000000000E0,1686302917.302,"2023-06-09 11:28:37.302 UTC+02:00"
"PAUSE",1.115392274E2,1686303028.842,"2023-06-09 11:30:28.842 UTC+02:00"
