"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686221995789163E9,"2023-06-08 12:59:55.789 UTC+02:00"
"PAUSE",3.647120787500171E1,1.686222032260613E9,"2023-06-08 13:00:32.261 UTC+02:00"
