"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.968404770E-2,5.325107293E1,1.042730211E1,3.350848770E1,-1.000000000E0,-1.000000000E0,7.608510257E1,7.608510257E1
4.306470156E-1,5.325097514E1,1.042749429E1,3.238895988E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.600125790E0,5.325096526E1,1.042751729E1,2.790580340E1,1.100220084E0,2.223942458E2,3.230790441E1,3.230790441E1
2.600128651E0,5.325100673E1,1.042747044E1,2.745810353E1,1.100220084E0,2.390923640E2,1.949125140E1,1.949125140E1
3.597131371E0,5.325103251E1,1.042739387E1,2.731796430E1,7.053574324E-1,2.280841121E2,1.940112753E1,1.940112753E1
4.597135067E0,5.325106222E1,1.042734314E1,2.720004663E1,4.778966904E-1,2.317642416E2,1.160869217E1,1.160869217E1
5.597138166E0,5.325105781E1,1.042728401E1,2.710531858E1,4.778966904E-1,2.643994559E2,1.004437308E1,1.004437308E1
6.597140431E0,5.325104804E1,1.042720313E1,2.707846068E1,1.235228896E0,2.827952363E2,1.391433287E1,1.391433287E1
7.597778082E0,5.325104309E1,1.042716021E1,2.699540123E1,1.454045296E0,2.741975453E2,9.401618259E0,9.401618259E0
8.598025918E0,5.325105927E1,1.042710996E1,2.693915693E1,1.454045296E0,2.657325423E2,6.798149463E0,6.798149463E0
9.598029613E0,5.325106977E1,1.042707602E1,2.684704844E1,1.600495219E0,2.799311989E2,6.275873504E0,6.275873504E0
1.059781110E1,5.325107386E1,1.042705316E1,2.678928118E1,1.795028806E0,2.684516686E2,6.557145467E0,6.557145467E0
1.159759855E1,5.325107587E1,1.042701801E1,2.671404381E1,1.798339605E0,2.729031544E2,7.431984382E0,7.431984382E0
1.259760225E1,5.325107963E1,1.042699691E1,2.666444581E1,1.795028806E0,2.748484054E2,6.054914544E0,6.054914544E0
1.359800637E1,5.325108099E1,1.042697010E1,2.666444613E1,1.795028806E0,2.748483839E2,6.054914544E0,6.054914544E0
1.459799588E1,5.325108110E1,1.042694054E1,2.663314658E1,1.798339605E0,2.636732010E2,6.719199221E0,6.719199221E0
1.559799910E1,5.325107858E1,1.042690256E1,2.663553829E1,1.907113075E0,2.681583798E2,1.066363476E1,1.066363476E1
1.659728467E1,5.325107497E1,1.042686455E1,2.659546939E1,1.937451363E0,2.695028447E2,6.992146960E0,6.992146960E0
1.759737527E1,5.325107153E1,1.042684204E1,2.661872347E1,1.907113075E0,2.608495642E2,1.076928846E1,1.076928846E1
1.859737837E1,5.325107727E1,1.042679221E1,2.662875129E1,1.753881574E0,2.795526971E2,1.437678707E1,1.437678707E1
1.959744871E1,5.325107495E1,1.042677874E1,2.657676902E1,1.494020700E0,2.702897447E2,8.356223795E0,8.356223795E0
2.059764934E1,5.325107783E1,1.042675104E1,2.643409145E1,1.789959788E0,2.749273135E2,8.327420423E0,8.327420423E0
2.159765232E1,5.325107509E1,1.042672701E1,2.637801778E1,1.789959788E0,2.723882629E2,6.832771126E0,6.832771126E0
2.259765589E1,5.325106947E1,1.042669405E1,2.633432511E1,1.787382960E0,2.665519554E2,9.725570983E0,9.725570983E0
2.359765851E1,5.325106495E1,1.042664985E1,2.632614825E1,1.608210444E0,2.639604240E2,6.689357896E0,6.689357896E0
2.459766138E1,5.325106145E1,1.042659927E1,2.636102228E1,1.117524624E0,2.346861658E2,1.454861358E1,1.454861358E1
2.559766412E1,5.325105740E1,1.042654492E1,2.625953942E1,1.370360851E0,2.322310326E2,1.393143644E1,1.393143644E1
2.659766757E1,5.325105184E1,1.042651780E1,2.619110539E1,1.180282950E0,2.332238339E2,9.091528071E0,9.091528071E0
2.759766996E1,5.325104791E1,1.042649356E1,2.603509202E1,1.222311258E0,2.480068290E2,1.162959257E1,1.162959257E1
2.859767354E1,5.325104316E1,1.042645873E1,2.595966978E1,1.798702359E0,2.556257697E2,8.269273716E0,8.269273716E0
2.959767652E1,5.325104321E1,1.042643198E1,2.589732448E1,1.798702359E0,2.628222090E2,1.050201761E1,1.050201761E1
3.059767926E1,5.325103961E1,1.042641560E1,2.583179323E1,1.426542163E0,2.562141118E2,7.516838978E0,7.516838978E0
3.159768212E1,5.325104211E1,1.042639964E1,2.577128207E1,1.426542163E0,2.623343919E2,7.526822739E0,7.526822739E0
3.259768498E1,5.325104041E1,1.042638174E1,2.569483563E1,1.131063461E0,2.645116763E2,4.676713566E0,4.676713566E0
3.359768796E1,5.325103848E1,1.042637611E1,2.531621966E1,1.344891519E0,2.830274583E2,5.121424056E0,5.121424056E0
3.459769070E1,5.325103848E1,1.042635566E1,2.565430175E1,1.273529509E0,2.757938521E2,5.125650373E0,5.125650373E0
3.559769440E1,5.325103537E1,1.042633279E1,2.536912704E1,1.303133363E0,2.705172311E2,5.131125238E0,5.131125238E0
3.659769738E1,5.325103829E1,1.042633102E1,2.619402507E1,1.145492670E0,2.740450886E2,5.037589980E0,5.037589980E0
3.759769976E1,5.325103331E1,1.042630972E1,2.712750704E1,1.192231335E0,2.652081592E2,5.041129976E0,5.041129976E0
3.859770334E1,5.325102845E1,1.042628415E1,2.706391761E1,1.307741829E0,2.666475312E2,5.046274754E0,5.046274754E0
3.959770536E1,5.325102444E1,1.042625398E1,2.659574224E1,1.624091207E0,2.659245972E2,5.061176478E0,5.061176478E0
4.059770894E1,5.325102444E1,1.042622254E1,2.617242124E1,1.851335007E0,2.680666253E2,5.059808516E0,5.059808516E0
4.159771216E1,5.325101961E1,1.042619445E1,2.621939837E1,1.908243519E0,2.659652420E2,5.052425650E0,5.052425650E0
4.259771478E1,5.325101408E1,1.042616222E1,2.608605154E1,1.987339974E0,2.607129874E2,5.049633944E0,5.049633944E0
4.359771812E1,5.325101310E1,1.042613167E1,2.646792198E1,1.953716051E0,2.615689382E2,5.055436000E0,5.055436000E0
4.459772038E1,5.325101037E1,1.042610160E1,2.616166153E1,1.958103048E0,2.627233413E2,5.053100879E0,5.053100879E0
4.559772396E1,5.325101737E1,1.042607192E1,2.678102829E1,1.911591198E0,2.729407583E2,5.057941572E0,5.057941572E0
4.659772646E1,5.325102545E1,1.042604392E1,2.615463891E1,1.926614592E0,2.803536291E2,5.053401158E0,5.053401158E0
4.759772909E1,5.325103153E1,1.042601745E1,2.573634818E1,1.880074050E0,2.837743411E2,5.049170783E0,5.049170783E0
4.859773266E1,5.325103524E1,1.042598907E1,2.546892594E1,1.894748114E0,2.778686555E2,5.041528752E0,5.041528752E0
4.959773552E1,5.325104342E1,1.042596003E1,2.535984163E1,1.930236827E0,2.785726353E2,5.041252902E0,5.041252902E0
5.059773839E1,5.325104992E1,1.042593164E1,2.556557468E1,1.950904647E0,2.776548045E2,5.035310504E0,5.035310504E0
5.159774160E1,5.325105142E1,1.042590450E1,2.582208798E1,1.969420559E0,2.738943223E2,5.032709521E0,5.032709521E0
5.259774446E1,5.325105101E1,1.042587791E1,2.615999339E1,1.899649090E0,2.728560144E2,5.043580699E0,5.043580699E0
