"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.526812315E-1,5.324941581E1,1.042435594E1,2.659662299E1,0.000000000E0,1.581431789E2,4.872513349E0,4.872513349E0
1.652683020E0,5.324941357E1,1.042436338E1,2.605772516E1,0.000000000E0,8.609271194E1,4.891152972E0,4.891152972E0
2.652684689E0,5.324941624E1,1.042436381E1,2.601622419E1,0.000000000E0,8.609271245E1,4.876209200E0,4.876209200E0
3.652686000E0,5.324941767E1,1.042436655E1,2.578895855E1,0.000000000E0,8.609271473E1,4.856087488E0,4.856087488E0
4.652688265E0,5.324941165E1,1.042435569E1,2.605446495E1,0.000000000E0,8.609270567E1,4.853651441E0,4.853651441E0
5.652689457E0,5.324938511E1,1.042435481E1,2.632374166E1,1.526360192E0,1.917755847E2,4.844597179E0,4.844597179E0
6.652690411E0,5.324936811E1,1.042435347E1,2.646132312E1,1.383490992E0,1.869498940E2,4.817516920E0,4.817516920E0
7.652692556E0,5.324934638E1,1.042436601E1,2.606590203E1,1.594829434E0,1.702173618E2,4.795786593E0,4.795786593E0
8.652694464E0,5.324930098E1,1.042437375E1,2.586875178E1,3.331460366E0,1.738147674E2,4.806398949E0,4.806398949E0
9.652695298E0,5.324929057E1,1.042435789E1,2.552088254E1,1.531020593E0,1.840522772E2,4.776750745E0,4.776750745E0
1.065269709E1,5.324925840E1,1.042436322E1,2.580634812E1,1.577317811E0,1.751335689E2,4.762946726E0,4.762946726E0
1.165269887E1,5.324923421E1,1.042436336E1,2.625012057E1,1.942818623E0,1.737989391E2,4.760488940E0,4.760488940E0
1.265270078E1,5.324921638E1,1.042436178E1,2.602874321E1,1.309301586E0,1.755849662E2,4.748067350E0,4.748067350E0
1.365270174E1,5.324919821E1,1.042434063E1,2.622938951E1,1.599830373E0,1.943334199E2,4.749578710E0,4.749578710E0
1.465270352E1,5.324916613E1,1.042434086E1,2.671539290E1,2.330176018E0,1.854826037E2,4.792404830E0,4.792404830E0
1.565270507E1,5.324913901E1,1.042438350E1,2.587784929E1,2.565562958E0,1.576060160E2,4.859146271E0,4.859146271E0
1.665270686E1,5.324909960E1,1.042439329E1,2.564500677E1,2.987253732E0,1.627300372E2,4.935854256E0,4.935854256E0
1.765270841E1,5.324904858E1,1.042441986E1,2.453138340E1,3.933198186E0,1.592648796E2,4.953559121E0,4.953559121E0
1.865270936E1,5.324900433E1,1.042442572E1,2.415167302E1,4.137679434E0,1.605919734E2,4.943507284E0,4.943507284E0
1.965271103E1,5.324896485E1,1.042443871E1,2.337133070E1,4.078821932E0,1.622451002E2,4.948453091E0,4.948453091E0
2.065271223E1,5.324891561E1,1.042439757E1,2.343673605E1,4.217187867E0,1.737288047E2,4.914072091E0,4.914072091E0
2.165271425E1,5.324888397E1,1.042436061E1,2.309178126E1,3.991793276E0,1.794714000E2,4.930404284E0,4.930404284E0
2.265271568E1,5.324885694E1,1.042432162E1,2.384882781E1,3.497267206E0,1.854027334E2,4.941690399E0,4.941690399E0
2.365271747E1,5.324885133E1,1.042424825E1,2.462896241E1,2.457286347E0,2.237857311E2,4.955215894E0,4.955215894E0
2.465271878E1,5.324884835E1,1.042415672E1,2.434021343E1,3.473412127E0,2.569985988E2,5.007713260E0,5.007713260E0
2.565251780E1,5.324886090E1,1.042406929E1,2.348133014E1,4.294822209E0,2.816509560E2,5.069484193E0,5.069484193E0
2.665179765E1,5.324889236E1,1.042399633E1,2.357391794E1,5.076835596E0,3.006769126E2,5.114993054E0,5.114993054E0
2.765180027E1,5.324890153E1,1.042392285E1,2.285139183E1,5.463426066E0,3.005370991E2,5.139228594E0,5.139228594E0
