"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220618.390,"2023-06-08 12:36:58.390 UTC+02:00"
"PAUSE",4.374456166E1,1686220662.134,"2023-06-08 12:37:42.134 UTC+02:00"
