"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686059298986087E9,"2023-06-06 15:48:18.986 UTC+02:00"
"PAUSE",3.931579024999519E1,1.686059338301146E9,"2023-06-06 15:48:58.301 UTC+02:00"
