"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.167297363E-2,5.325102237E1,1.042467302E1,2.659952354E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.167297363E-2,5.325100872E1,1.042467592E1,2.607620621E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
4.504569769E-1,5.325100746E1,1.042468565E1,2.570606422E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.596885800E0,5.325103143E1,1.042469842E1,2.394441412E1,1.004503608E0,2.425195989E2,2.392980288E1,2.392980288E1
2.596879721E0,5.325102236E1,1.042475648E1,2.333747307E1,1.004503608E0,2.264172645E2,1.623361960E1,1.623361960E1
3.546873927E0,5.325099180E1,1.042473445E1,2.327014814E1,4.678540826E-1,2.266384726E2,1.616850268E1,1.616850268E1
4.496868014E0,5.325096767E1,1.042471519E1,2.322070828E1,4.538065791E-1,2.114302899E2,1.420770053E1,1.420770053E1
5.446862340E0,5.325092693E1,1.042466343E1,2.318465735E1,4.538065791E-1,1.964887166E2,1.960211050E1,1.960211050E1
6.396856546E0,5.325089181E1,1.042465364E1,2.317411397E1,2.177748680E0,1.863798008E2,9.572021818E0,9.572021818E0
7.346524239E0,5.325085925E1,1.042462447E1,2.315619965E1,2.790667057E0,1.921091046E2,8.495920816E0,8.495920816E0
8.296497583E0,5.325082414E1,1.042459708E1,2.320094901E1,2.790667057E0,1.938048359E2,7.937531143E0,7.937531143E0
9.246463418E0,5.325079592E1,1.042457060E1,2.322862158E1,3.070921421E0,1.940336987E2,2.235709351E1,2.235709351E1
1.019611323E1,5.325076844E1,1.042453986E1,2.329532131E1,3.205830812E0,1.838642053E2,2.800547669E1,2.800547669E1
1.114608932E1,5.325074016E1,1.042451680E1,2.337814023E1,2.959002733E0,1.891295194E2,1.429669306E1,1.429669306E1
1.209606719E1,5.325071484E1,1.042450467E1,2.345092496E1,2.959002733E0,1.785783160E2,1.833165686E1,1.833165686E1
1.304605782E1,5.325068356E1,1.042448624E1,2.361067281E1,2.959002733E0,1.924874084E2,1.097516640E1,1.097516640E1
1.399604118E1,5.325065890E1,1.042447713E1,2.361067350E1,2.959002733E0,1.924874011E2,1.097516640E1,1.097516640E1
1.494602847E1,5.325063308E1,1.042447520E1,2.370989104E1,2.819859028E0,1.882718462E2,1.365765870E1,1.365765870E1
1.589634669E1,5.325060168E1,1.042447203E1,2.422212372E1,3.316119671E0,1.848162080E2,7.946568326E0,7.946568326E0
1.684633565E1,5.325057913E1,1.042445943E1,2.438681341E1,3.111410379E0,1.919076579E2,1.102579700E1,1.102579700E1
1.779613018E1,5.325055398E1,1.042444888E1,2.488587241E1,3.137597322E0,1.934492559E2,9.051071355E0,9.051071355E0
1.878111303E1,5.325053642E1,1.042445483E1,2.530367201E1,3.111410379E0,1.803298194E2,1.801156784E1,1.801156784E1
1.978110492E1,5.325051300E1,1.042444616E1,2.550475793E1,3.137597322E0,1.810117954E2,1.717338475E1,1.717338475E1
2.078127313E1,5.325049217E1,1.042443776E1,2.515459509E1,2.838784695E0,1.814022484E2,2.148038851E1,2.148038851E1
2.178126264E1,5.325046314E1,1.042442931E1,2.548913565E1,3.281862259E0,1.906522701E2,1.386473871E1,1.386473871E1
2.278125036E1,5.325043587E1,1.042443215E1,2.564252304E1,3.281862259E0,1.895605153E2,1.189341787E1,1.189341787E1
2.378123915E1,5.325041161E1,1.042442585E1,2.575486897E1,2.857557058E0,1.962628545E2,1.035891129E1,1.035891129E1
2.478122747E1,5.325037801E1,1.042442399E1,2.536417159E1,2.857557058E0,1.889125750E2,8.329851542E0,8.329851542E0
2.578121746E1,5.325034390E1,1.042442376E1,2.552916381E1,3.334423065E0,1.831602619E2,9.499001229E0,9.499001229E0
2.678120673E1,5.325031802E1,1.042443051E1,2.556125509E1,2.665280104E0,1.794149195E2,6.224073962E0,6.224073962E0
2.778119743E1,5.325027649E1,1.042440141E1,2.606442988E1,3.379022598E0,2.023680739E2,7.587152123E0,7.587152123E0
2.878118742E1,5.325024795E1,1.042438102E1,2.609690552E1,2.743946314E0,2.067964438E2,7.901797363E0,7.901797363E0
2.978117764E1,5.325020996E1,1.042437721E1,2.629034064E1,3.084144592E0,1.871423882E2,7.525421660E0,7.525421660E0
3.078116941E1,5.325017832E1,1.042437614E1,2.586743156E1,2.833837032E0,1.794507046E2,9.939424578E0,9.939424578E0
3.178116059E1,5.325014416E1,1.042436260E1,2.598344641E1,3.116211176E0,1.846294914E2,4.848416650E0,4.848416650E0
3.278115165E1,5.325011261E1,1.042435035E1,2.586914602E1,3.116211176E0,1.844764737E2,5.003044426E0,5.003044426E0
3.378114343E1,5.325008672E1,1.042431917E1,2.589989166E1,3.250810307E0,1.999022770E2,4.934998789E0,4.934998789E0
3.478113532E1,5.325007068E1,1.042427838E1,2.591696867E1,3.113707275E0,2.202288821E2,4.987891133E0,4.987891133E0
3.578112757E1,5.325005241E1,1.042425187E1,2.621463749E1,2.881273443E0,2.213028920E2,4.962109658E0,4.962109658E0
3.678111947E1,5.325003129E1,1.042421207E1,2.579148012E1,3.264142119E0,2.237948875E2,4.860349613E0,4.860349613E0
3.778111172E1,5.324999933E1,1.042419646E1,2.625987335E1,3.403902616E0,2.196166989E2,4.837825696E0,4.837825696E0
3.878110456E1,5.324996252E1,1.042422477E1,2.554546598E1,3.124623595E0,1.919460271E2,4.822969322E0,4.822969322E0
3.978109705E1,5.324993266E1,1.042425975E1,2.535636375E1,2.999032177E0,1.678443108E2,4.811318594E0,4.811318594E0
4.078108978E1,5.324990166E1,1.042428070E1,2.438222153E1,2.914569988E0,1.595296866E2,4.803942351E0,4.803942351E0
4.178108239E1,5.324986462E1,1.042429872E1,2.468145892E1,3.018042767E0,1.538841006E2,4.789141322E0,4.789141322E0
4.278107548E1,5.324982445E1,1.042430359E1,2.465010807E1,3.350140321E0,1.588982723E2,4.783355746E0,4.783355746E0
4.378106833E1,5.324979108E1,1.042428630E1,2.454776813E1,3.261535009E0,1.729236757E2,4.779372159E0,4.779372159E0
4.478106153E1,5.324976348E1,1.042427018E1,2.550527507E1,3.075798022E0,1.841128555E2,4.771088249E0,4.771088249E0
4.578105521E1,5.324973780E1,1.042425547E1,2.600123336E1,2.826364105E0,1.977475373E2,4.766821961E0,4.766821961E0
4.678104889E1,5.324971401E1,1.042425254E1,2.474711173E1,2.626210240E0,2.006642299E2,4.764553974E0,4.764553974E0
4.778104222E1,5.324967613E1,1.042427558E1,2.413079936E1,2.956127312E0,1.797777779E2,4.761129207E0,4.761129207E0
4.878103840E1,5.324964600E1,1.042427639E1,2.479310154E1,2.940761329E0,1.792017556E2,4.756225744E0,4.756225744E0
4.978103030E1,5.324961849E1,1.042427189E1,2.431510158E1,2.816121941E0,1.808009779E2,4.752863696E0,4.752863696E0
5.078102374E1,5.324957401E1,1.042428196E1,2.431170231E1,3.547822630E0,1.727384368E2,4.751356365E0,4.751356365E0
5.178101742E1,5.324954856E1,1.042426930E1,2.451180083E1,3.106084807E0,1.834669036E2,4.751700975E0,4.751700975E0
5.278101087E1,5.324951451E1,1.042428079E1,2.481892112E1,3.381395075E0,1.783462310E2,4.755485325E0,4.755485325E0
5.378100479E1,5.324947646E1,1.042428778E1,2.588454877E1,3.683786119E0,1.739103069E2,4.757456334E0,4.757456334E0
5.478099954E1,5.324945285E1,1.042428304E1,2.646290646E1,3.262146529E0,1.767724397E2,4.754793913E0,4.754793913E0
5.578099322E1,5.324942663E1,1.042428033E1,2.559550770E1,3.242718105E0,1.819528208E2,4.764694981E0,4.764694981E0
5.678098774E1,5.324943557E1,1.042427181E1,2.559517981E1,1.626819741E0,2.039975611E2,4.771561909E0,4.771561909E0
5.778098202E1,5.324944547E1,1.042427366E1,2.560574200E1,5.404508630E-1,2.661170960E2,4.779736300E0,4.779736300E0
5.878097618E1,5.324944832E1,1.042427536E1,2.566874596E1,7.552434079E-1,3.113923564E2,4.788349886E0,4.788349886E0
