"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222164.604,"2023-06-08 13:02:44.604 UTC+02:00"
"PAUSE",3.728278005E1,1686222201.886,"2023-06-08 13:03:21.886 UTC+02:00"
