"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653395.624,"2023-06-13 12:49:55.624 UTC+02:00"
"PAUSE",3.073736192E1,1686653426.361,"2023-06-13 12:50:26.361 UTC+02:00"
