"event","experiment time","system time","system time text"
"START",0.000000000E0,1686819158.978,"2023-06-15 10:52:38.978 UTC+02:00"
"PAUSE",1.104496533E2,1686819269.427,"2023-06-15 10:54:29.427 UTC+02:00"
