"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653210.293,"2023-06-13 12:46:50.293 UTC+02:00"
"PAUSE",3.389763705E1,1686653244.191,"2023-06-13 12:47:24.191 UTC+02:00"
