"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.996035576E-3,5.322943991E1,1.040149153E1,3.547811489E1,6.346829722E-2,-1.000000000E0,5.039181193E0,5.039181193E0
1.589667559E0,5.322972032E1,1.040152979E1,3.546857810E1,5.299485683E0,3.925214269E0,2.237506777E1,2.237506777E1
2.589672804E0,5.322967605E1,1.040154949E1,3.527419817E1,5.299485683E0,7.772469655E0,1.935812426E1,1.935812426E1
3.539677620E0,5.322957345E1,1.040153689E1,3.514683582E1,3.713277102E0,1.287198463E1,1.567129081E1,1.567129081E1
4.489682078E0,5.322955129E1,1.040154890E1,3.509167173E1,1.559783340E0,2.580042447E1,1.314999400E1,1.314999400E1
5.483687997E0,5.322954514E1,1.040154703E1,3.505443285E1,1.007222414E0,3.086464089E1,1.209417484E1,1.209417484E1
6.483692050E0,5.322953888E1,1.040154286E1,3.503671228E1,5.469416976E-1,2.548919633E1,1.102684176E1,1.102684176E1
7.484545231E0,5.322952816E1,1.040153881E1,3.502928684E1,5.469416976E-1,3.530892402E1,1.032112606E1,1.032112606E1
8.484555125E0,5.322952882E1,1.040153023E1,3.502654003E1,3.835554719E-1,3.171372829E0,1.243775497E1,1.243775497E1
9.484580636E0,5.322951478E1,1.040152986E1,3.502693409E1,1.044294462E-1,2.195590559E2,1.193831132E1,1.193831132E1
1.048559117E1,5.322950353E1,1.040152355E1,3.502926319E1,2.148002833E-1,2.264876672E2,1.449376480E1,1.449376480E1
1.148427665E1,5.322949130E1,1.040152933E1,3.503547970E1,4.244579375E-2,1.809741115E2,8.383720755E0,8.383720755E0
1.248429835E1,5.322948769E1,1.040153194E1,3.504625982E1,2.551053464E-2,2.032890030E2,8.050118092E0,8.050118092E0
1.348362517E1,5.322948769E1,1.040153194E1,3.504625989E1,2.551053464E-2,-1.000000000E0,8.050118092E0,8.050118092E0
1.448331106E1,5.322948769E1,1.040153194E1,3.504625989E1,0.000000000E0,-1.000000000E0,1.018992439E1,1.018992439E1
1.548333490E1,5.322948769E1,1.040153194E1,3.504625989E1,0.000000000E0,-1.000000000E0,9.691879817E0,9.691879817E0
1.648366654E1,5.322946720E1,1.040154335E1,3.507442916E1,1.070502400E-1,-1.000000000E0,7.837850049E0,7.837850049E0
1.748335755E1,5.322946720E1,1.040154335E1,3.507442916E1,0.000000000E0,-1.000000000E0,1.110976646E1,1.110976646E1
1.848338187E1,5.322946122E1,1.040154092E1,3.509331806E1,2.338259853E-2,-1.000000000E0,7.275965378E0,7.275965378E0
1.948371112E1,5.322946122E1,1.040154092E1,3.509331806E1,0.000000000E0,-1.000000000E0,1.014462462E1,1.014462462E1
