"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222360.498,"2023-06-08 13:06:00.498 UTC+02:00"
"PAUSE",4.787679920E1,1686222408.374,"2023-06-08 13:06:48.374 UTC+02:00"
