"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222035.432,"2023-06-08 13:00:35.432 UTC+02:00"
"PAUSE",2.904781379E1,1686222064.480,"2023-06-08 13:01:04.480 UTC+02:00"
