"event","experiment time","system time","system time text"
"START",0.000000000E0,1686053865.813,"2023-06-06 14:17:45.813 UTC+02:00"
"PAUSE",6.810552838E1,1686053933.918,"2023-06-06 14:18:53.918 UTC+02:00"
