"event","experiment time","system time","system time text"
"START",0.000000000E0,1686652910.412,"2023-06-13 12:41:50.412 UTC+02:00"
"PAUSE",3.392771594E1,1686652944.340,"2023-06-13 12:42:24.340 UTC+02:00"
