"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685516189403929E9,"2023-05-31 08:56:29.404 UTC+02:00"
"PAUSE",1.295832821250078E2,1.685516318987595E9,"2023-05-31 08:58:38.988 UTC+02:00"
