"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.978095531E-2,5.325101305E1,1.042723365E1,2.792335563E1,1.287687787E0,2.743182364E2,4.752667624E0,4.752667624E0
1.059765935E0,5.325101694E1,1.042720892E1,2.831040811E1,1.485513497E0,2.755192086E2,4.753808509E0,4.753808509E0
2.059750319E0,5.325101447E1,1.042719748E1,2.815325354E1,1.060395280E0,2.568902062E2,4.755038544E0,4.755038544E0
3.059736252E0,5.325102442E1,1.042721227E1,2.796729500E1,4.675877044E-1,3.546111951E2,4.760149352E0,4.760149352E0
4.059722781E0,5.325103416E1,1.042722507E1,2.761032807E1,1.069295269E0,4.699406995E1,4.755530042E0,4.755530042E0
5.059709907E0,5.325103588E1,1.042721889E1,2.792843131E1,0.000000000E0,4.887352576E1,4.755014810E0,4.755014810E0
6.059696436E0,5.325104344E1,1.042721997E1,2.786802357E1,0.000000000E0,4.887352504E1,4.785639371E0,4.785639371E0
7.059684515E0,5.325103964E1,1.042715808E1,2.799496549E1,2.229131372E0,2.630049735E2,4.762037261E0,4.762037261E0
8.059672117E0,5.325103206E1,1.042711122E1,2.827362949E1,2.796957388E0,2.492043144E2,4.757751976E0,4.757751976E0
9.059661269E0,5.325104827E1,1.042706035E1,2.739924262E1,2.590238922E0,2.693432838E2,4.755102595E0,4.755102595E0
1.005964875E1,5.325106440E1,1.042697628E1,2.773818580E1,3.753052207E0,2.764622212E2,4.731728979E0,4.731728979E0
1.105963814E1,5.325106187E1,1.042692441E1,2.721029172E1,3.232333884E0,2.619920990E2,4.735665945E0,4.735665945E0
1.205962753E1,5.325106820E1,1.042684310E1,2.810370831E1,4.256665760E0,2.649616631E2,4.733783131E0,4.733783131E0
1.305961728E1,5.325105721E1,1.042677573E1,2.836435742E1,4.750232761E0,2.582686837E2,4.758312108E0,4.758312108E0
1.405960715E1,5.325106304E1,1.042673141E1,2.789879314E1,4.170748975E0,2.668554485E2,4.789105719E0,4.789105719E0
1.505959761E1,5.325106144E1,1.042670546E1,2.798843818E1,3.036380570E0,2.723211946E2,4.816473226E0,4.816473226E0
1.605958748E1,5.325106458E1,1.042669028E1,2.746769974E1,1.910411118E0,2.900473028E2,4.843028183E0,4.843028183E0
1.705957830E1,5.325103465E1,1.042662749E1,2.695183466E1,2.217892696E0,2.612438165E2,4.846894882E0,4.846894882E0
1.805956936E1,5.325102186E1,1.042656173E1,2.681158156E1,2.991815658E0,2.541828563E2,4.878756326E0,4.878756326E0
1.905955982E1,5.325101316E1,1.042646274E1,2.680645003E1,4.757666109E0,2.513112299E2,4.909507151E0,4.909507151E0
2.005955124E1,5.325100847E1,1.042642003E1,2.578726195E1,4.375537564E0,2.474593154E2,4.917401873E0,4.917401873E0
2.105954337E1,5.325101634E1,1.042635446E1,2.602251151E1,4.310397442E0,2.576526227E2,4.943297340E0,4.943297340E0
2.205953383E1,5.325103620E1,1.042631127E1,2.584011405E1,3.435501623E0,2.767930633E2,4.972658349E0,4.972658349E0
2.305952609E1,5.325105182E1,1.042625001E1,2.537526121E1,3.438074463E0,2.884533846E2,4.970928235E0,4.970928235E0
2.405951810E1,5.325106018E1,1.042617976E1,2.574300653E1,3.634720490E0,2.885624164E2,4.958475460E0,4.958475460E0
2.505950940E1,5.325105883E1,1.042610870E1,2.456562361E1,3.728242461E0,2.791697674E2,4.964687823E0,4.964687823E0
2.605950201E1,5.325103032E1,1.042602282E1,2.524997162E1,4.408824667E0,2.609498199E2,4.954187715E0,4.954187715E0
2.705949628E1,5.325102899E1,1.042598978E1,2.435666513E1,3.085006843E0,2.681327313E2,4.953580971E0,4.953580971E0
2.805948627E1,5.325103495E1,1.042593763E1,2.488115052E1,2.552816646E0,2.717302180E2,4.932919915E0,4.932919915E0
2.905947983E1,5.325104464E1,1.042588078E1,2.508540546E1,2.398418284E0,2.720841529E2,4.934757528E0,4.934757528E0
3.005947089E1,5.325104479E1,1.042582094E1,2.616977321E1,2.760498214E0,2.648506768E2,4.921051984E0,4.921051984E0
3.105946338E1,5.325105191E1,1.042577121E1,2.556051639E1,2.486778109E0,2.676494593E2,4.934558918E0,4.934558918E0
3.205945659E1,5.325104675E1,1.042569728E1,2.604115310E1,3.086915280E0,2.618669130E2,4.932216525E0,4.932216525E0
3.305944943E1,5.325104804E1,1.042563980E1,2.551806539E1,3.158777151E0,2.633553700E2,4.933416715E0,4.933416715E0
