"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685531935843182E9,"2023-05-31 13:18:55.843 UTC+02:00"
"PAUSE",3.758426879165927E1,1.685531973426421E9,"2023-05-31 13:19:33.426 UTC+02:00"
