"event","experiment time","system time","system time text"
"START",0.000000000E0,1685961750.875,"2023-06-05 12:42:30.875 UTC+02:00"
"PAUSE",7.686018279E1,1685961827.735,"2023-06-05 12:43:47.735 UTC+02:00"
