"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220436.851,"2023-06-08 12:33:56.851 UTC+02:00"
"PAUSE",1.054676810E2,1686220542.318,"2023-06-08 12:35:42.318 UTC+02:00"
