"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653505.949,"2023-06-13 12:51:45.949 UTC+02:00"
"PAUSE",2.790852475E1,1686653533.858,"2023-06-13 12:52:13.858 UTC+02:00"
