"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222482.909,"2023-06-08 13:08:02.909 UTC+02:00"
"PAUSE",3.350185407E1,1686222516.410,"2023-06-08 13:08:36.410 UTC+02:00"
