"event","experiment time","system time","system time text"
"START",0.000000000E0,1686046182.165,"2023-06-06 12:09:42.165 UTC+02:00"
"PAUSE",5.063425485E1,1686046232.799,"2023-06-06 12:10:32.799 UTC+02:00"
