"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653047.865,"2023-06-13 12:44:07.865 UTC+02:00"
"PAUSE",3.053837329E1,1686653078.403,"2023-06-13 12:44:38.403 UTC+02:00"
