"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653505.553,"2023-06-13 12:51:45.553 UTC+02:00"
"PAUSE",2.971298145E1,1686653535.266,"2023-06-13 12:52:15.266 UTC+02:00"
