"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.279696941E-2,5.322942662E1,1.040149846E1,3.561412811E1,-1.000000000E0,-1.000000000E0,4.458742891E2,4.458742891E2
4.093350172E-1,5.323025913E1,1.040159619E1,3.725539398E1,-1.000000000E0,-1.000000000E0,3.800000000E1,3.800000000E1
3.800564051E0,5.323026688E1,1.040159828E1,3.617004395E1,-1.000000000E0,-1.000000000E0,3.800000000E1,3.800000000E1
4.547905922E0,5.322996425E1,1.040169750E1,3.384485411E1,5.912651420E-1,1.696051619E2,2.547578049E1,2.547578049E1
5.497908950E0,5.322985398E1,1.040172703E1,3.384987121E1,2.354965359E-1,1.776690407E2,3.140829239E1,3.140829239E1
6.447911739E0,5.322979989E1,1.040170944E1,3.394212593E1,1.319416612E-1,1.915036306E2,3.491494724E1,3.491494724E1
7.397913694E0,5.322973897E1,1.040172346E1,3.401899796E1,1.134292036E-1,1.455328382E2,2.978595552E1,2.978595552E1
8.347540259E0,5.322966816E1,1.040166991E1,3.414120454E1,9.384663403E-2,1.882895740E2,3.871955600E1,3.871955600E1
9.297213912E0,5.322966816E1,1.040166991E1,3.414120454E1,0.000000000E0,1.882895740E2,3.692354042E1,3.692354042E1
1.024721944E1,5.322966816E1,1.040166991E1,3.414120454E1,0.000000000E0,1.882895740E2,2.606632298E1,2.606632298E1
1.119721186E1,5.322966816E1,1.040166991E1,3.414120454E1,0.000000000E0,1.882895740E2,2.115551109E1,2.115551109E1
1.214753771E1,5.322966816E1,1.040166991E1,3.414120454E1,0.000000000E0,1.882895740E2,1.498504192E1,1.498504192E1
1.309755313E1,5.322966816E1,1.040166991E1,3.414120454E1,0.000000000E0,1.882895740E2,1.977118499E1,1.977118499E1
1.404724157E1,5.322966816E1,1.040166991E1,3.414120454E1,0.000000000E0,1.882895740E2,1.622762904E1,1.622762904E1
1.499757135E1,5.322966816E1,1.040166991E1,3.414120461E1,0.000000000E0,-1.000000000E0,1.622762904E1,1.622762904E1
1.594759333E1,5.322951807E1,1.040154561E1,3.445276364E1,0.000000000E0,-1.000000000E0,1.443471116E1,1.443471116E1
1.689728069E1,5.322951807E1,1.040154561E1,3.445276364E1,0.000000000E0,-1.000000000E0,1.773611168E1,1.773611168E1
1.784730220E1,5.322951807E1,1.040154561E1,3.445276364E1,0.000000000E0,-1.000000000E0,1.784949016E1,1.784949016E1
1.879731476E1,5.322951807E1,1.040154561E1,3.445276364E1,0.000000000E0,-1.000000000E0,1.461257802E1,1.461257802E1
1.974739480E1,5.322951807E1,1.040154561E1,3.445276364E1,0.000000000E0,-1.000000000E0,1.464005043E1,1.464005043E1
2.074641955E1,5.322951807E1,1.040154561E1,3.445276364E1,0.000000000E0,-1.000000000E0,1.466168912E1,1.466168912E1
2.174636996E1,5.322951807E1,1.040154561E1,3.445276364E1,0.000000000E0,-1.000000000E0,1.362502977E1,1.362502977E1
2.274637890E1,5.322953092E1,1.040152678E1,3.495355640E1,2.199602127E-2,-1.000000000E0,1.282891310E1,1.282891310E1
2.374638355E1,5.322953092E1,1.040152678E1,3.495355640E1,0.000000000E0,-1.000000000E0,1.485223587E1,1.485223587E1
2.474639010E1,5.322953092E1,1.040152678E1,3.495355640E1,0.000000000E0,-1.000000000E0,2.054918474E1,2.054918474E1
2.574639523E1,5.322953092E1,1.040152678E1,3.495355640E1,0.000000000E0,-1.000000000E0,1.713342446E1,1.713342446E1
