"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685440622989854E9,"2023-05-30 11:57:02.990 UTC+02:00"
"PAUSE",5.779428616666701E1,1.685440680783191E9,"2023-05-30 11:58:00.783 UTC+02:00"
