"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222083.592,"2023-06-08 13:01:23.592 UTC+02:00"
"PAUSE",3.366185544E1,1686222117.254,"2023-06-08 13:01:57.254 UTC+02:00"
