"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.889407635E-2,5.322905609E1,1.040334008E1,3.684606934E1,-1.000000000E0,-1.000000000E0,7.000000000E1,7.000000000E1
1.889407635E-2,5.322902427E1,1.040347468E1,3.588459396E1,-1.000000000E0,-1.000000000E0,7.000000000E1,7.000000000E1
2.075626016E0,5.322899574E1,1.040359541E1,3.572058296E1,-1.000000000E0,-1.000000000E0,7.000000000E1,7.000000000E1
2.585079789E0,5.322939510E1,1.040212046E1,3.531134771E1,2.259659171E-1,1.468919967E1,2.836879582E1,2.836879582E1
3.535069704E0,5.322937265E1,1.040208710E1,3.512072611E1,8.980588615E-2,3.523215596E2,1.784402411E1,1.784402411E1
4.485058904E0,5.322935533E1,1.040208413E1,3.510718325E1,5.772066116E-2,1.636670565E2,1.384297687E1,1.384297687E1
5.435048580E0,5.322935257E1,1.040211336E1,3.510033134E1,8.980588615E-2,7.384247605E1,1.187912327E1,1.187912327E1
6.385038495E0,5.322935786E1,1.040212239E1,3.507891719E1,4.131761789E-1,6.381258668E1,1.027940815E1,1.027940815E1
7.337388754E0,5.322934592E1,1.040214379E1,3.506744692E1,6.287931800E-1,1.052865368E2,9.463551847E0,9.463551847E0
8.337261915E0,5.322934239E1,1.040215728E1,3.504858205E1,6.287931800E-1,9.353230533E1,9.820070142E0,9.820070142E0
9.337251663E0,5.322933992E1,1.040217259E1,3.504982844E1,7.123621702E-1,8.714753381E1,8.695476784E0,8.695476784E0
1.033687592E1,5.322933550E1,1.040219144E1,3.504702308E1,7.285892963E-1,9.349679676E1,8.436738746E0,8.436738746E0
1.133728731E1,5.322933561E1,1.040220886E1,3.503697207E1,7.500109076E-1,7.852945854E1,8.176649425E0,8.176649425E0
1.233727574E1,5.322932977E1,1.040223452E1,3.502615330E1,7.503389716E-1,8.682424018E1,1.576869414E1,1.576869414E1
1.333662105E1,5.322932660E1,1.040225225E1,3.500602642E1,7.500109076E-1,9.587068046E1,1.374661428E1,1.374661428E1
1.433680499E1,5.322932591E1,1.040226342E1,3.500602654E1,7.500109076E-1,9.587068941E1,1.374661428E1,1.374661428E1
1.533679426E1,5.322933110E1,1.040228891E1,3.499988412E1,7.500336170E-1,7.848633422E1,1.036833955E1,1.036833955E1
1.633724117E1,5.322933476E1,1.040230810E1,3.500027397E1,7.167662382E-1,5.686459619E1,8.142671777E0,8.142671777E0
1.733733094E1,5.322933567E1,1.040232076E1,3.498859808E1,7.384032607E-1,6.636330167E1,1.009075771E1,1.009075771E1
1.833731937E1,5.322934001E1,1.040234714E1,3.497550389E1,9.054828882E-1,7.046257002E1,1.029830152E1,1.029830152E1
1.933685195E1,5.322934970E1,1.040237040E1,3.495083008E1,9.054828882E-1,6.842909550E1,1.084103190E1,1.084103190E1
2.033664393E1,5.322934615E1,1.040239327E1,3.493798158E1,9.689185023E-1,7.747514143E1,1.631406610E1,1.631406610E1
2.133663309E1,5.322934546E1,1.040241316E1,3.493371864E1,1.008702278E0,7.868743865E1,1.319735386E1,1.319735386E1
2.233662188E1,5.322934824E1,1.040243997E1,3.494175199E1,1.276501417E0,7.264337379E1,1.158207872E1,1.158207872E1
2.333661056E1,5.322934722E1,1.040246069E1,3.492352213E1,1.276501417E0,8.227454124E1,9.998077366E0,9.998077366E0
2.433660007E1,5.322934349E1,1.040247941E1,3.490541284E1,1.276501417E0,9.285122295E1,9.023151381E0,9.023151381E0
2.533658910E1,5.322934448E1,1.040249987E1,3.489417138E1,1.369275093E0,8.280656896E1,9.374283504E0,9.374283504E0
2.633657789E1,5.322934310E1,1.040251932E1,3.487628515E1,1.369275093E0,8.413353425E1,8.155572460E0,8.155572460E0
2.733656728E1,5.322934676E1,1.040253606E1,3.488130352E1,9.771289825E-1,8.019704825E1,9.714477641E0,9.714477641E0
2.833655643E1,5.322935236E1,1.040255084E1,3.487915442E1,9.771289825E-1,7.281933990E1,6.578329887E0,6.578329887E0
2.933654511E1,5.322935035E1,1.040256584E1,3.485046017E1,8.901384473E-1,8.058939917E1,9.072829753E0,9.072829753E0
3.033653426E1,5.322934796E1,1.040258286E1,3.483994126E1,8.901384473E-1,8.551313032E1,1.286640768E1,1.286640768E1
3.133652282E1,5.322935151E1,1.040260324E1,3.483215886E1,8.938300610E-1,7.812882924E1,1.233683177E1,1.233683177E1
3.233651233E1,5.322934982E1,1.040262878E1,3.482535489E1,1.203002930E0,8.584233902E1,5.561552409E0,5.561552409E0
3.333650112E1,5.322935196E1,1.040264993E1,3.481218825E1,1.203002930E0,7.974656164E1,5.688704064E0,5.688704064E0
3.433649015E1,5.322934702E1,1.040267547E1,3.454316244E1,9.852856978E-1,7.511126772E1,5.158325351E0,5.158325351E0
3.533647883E1,5.322934705E1,1.040269100E1,3.468544951E1,9.075838051E-1,7.691972738E1,5.160897030E0,5.160897030E0
3.633646762E1,5.322934105E1,1.040272238E1,3.473036287E1,1.426407803E0,9.846250662E1,5.167665123E0,5.167665123E0
3.733645666E1,5.322934200E1,1.040274254E1,3.492519035E1,1.334389651E0,9.471101128E1,5.084029397E0,5.084029397E0
3.833644629E1,5.322934409E1,1.040275913E1,3.499521139E1,1.170268394E0,9.541572442E1,5.062934401E0,5.062934401E0
3.933643544E1,5.322934553E1,1.040278381E1,3.493330733E1,1.226166807E0,9.467485919E1,5.052949354E0,5.052949354E0
4.033642364E1,5.322934926E1,1.040280124E1,3.456281657E1,1.033810233E0,8.518853625E1,5.038934460E0,5.038934460E0
4.133641362E1,5.322935821E1,1.040283799E1,3.473146127E1,1.513070189E0,7.865630573E1,5.013803547E0,5.013803547E0
4.233640170E1,5.322935131E1,1.040286190E1,3.490275613E1,1.505560980E0,9.147855164E1,5.012934271E0,5.012934271E0
4.333639133E1,5.322935243E1,1.040287688E1,3.413285410E1,1.143356571E0,8.918789468E1,5.018788145E0,5.018788145E0
4.433638000E1,5.322935149E1,1.040289852E1,3.350224812E1,9.474517438E-1,9.189199281E1,5.022989666E0,5.022989666E0
4.533636904E1,5.322935286E1,1.040290538E1,3.322406708E1,3.802280786E-1,8.727030491E1,5.007214581E0,5.007214581E0
4.633635819E1,5.322935613E1,1.040290087E1,3.384759180E1,0.000000000E0,8.372336568E1,4.999873668E0,4.999873668E0
4.733634710E1,5.322936016E1,1.040290719E1,3.397681513E1,0.000000000E0,8.372336914E1,4.988273902E0,4.988273902E0
4.833633637E1,5.322936452E1,1.040291460E1,3.381412535E1,0.000000000E0,8.372337337E1,4.979034991E0,4.979034991E0
4.933632481E1,5.322937049E1,1.040292019E1,3.389834445E1,0.000000000E0,8.372337537E1,4.989139350E0,4.989139350E0
