"event","experiment time","system time","system time text"
"START",0.000000000E0,1686652541.695,"2023-06-13 12:35:41.695 UTC+02:00"
"PAUSE",6.801453529E1,1686652609.709,"2023-06-13 12:36:49.709 UTC+02:00"
