"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.604002953E-3,5.322944122E1,1.040206146E1,3.710153580E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
8.506059647E-3,5.322944108E1,1.040205882E1,3.628372192E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
8.506059647E-3,5.322943977E1,1.040205902E1,3.597720718E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.646267414E0,5.322943556E1,1.040205894E1,3.509862005E1,1.849849671E-1,2.483842706E2,2.531922808E1,2.531922808E1
2.646248817E0,5.322943424E1,1.040203164E1,3.489864985E1,1.224728376E-1,1.208908177E2,2.077230439E1,2.077230439E1
3.596233249E0,5.322943915E1,1.040201718E1,3.490654724E1,1.774401665E-1,8.187478389E1,1.729858637E1,1.729858637E1
4.546217680E0,5.322944136E1,1.040200486E1,3.491071500E1,1.774401665E-1,8.786918634E1,1.441339241E1,1.441339241E1
5.496201992E0,5.322945131E1,1.040200663E1,3.492318976E1,2.704499662E-1,6.015389609E1,1.223385580E1,1.223385580E1
6.446186543E0,5.322944099E1,1.040199069E1,3.492378595E1,3.289908767E-1,2.612758487E2,1.133518238E1,1.133518238E1
7.396659613E0,5.322943591E1,1.040197231E1,3.493658757E1,5.213134885E-1,2.697115688E2,1.015439135E1,1.015439135E1
8.345788836E0,5.322943040E1,1.040196232E1,3.493922316E1,5.213134885E-1,2.898182994E2,1.171472665E1,1.171472665E1
9.311772943E0,5.322942225E1,1.040193088E1,3.493416029E1,7.131602764E-1,2.779206945E2,8.468526113E0,8.468526113E0
1.031182313E1,5.322941299E1,1.040191835E1,3.495529567E1,9.369866848E-1,2.748151306E2,8.083800326E0,8.083800326E0
1.131224072E1,5.322940500E1,1.040189225E1,3.495902508E1,1.165087700E0,2.639252077E2,1.731899840E1,1.731899840E1
1.231222367E1,5.322940026E1,1.040186481E1,3.497385511E1,1.166682124E0,2.649840085E2,2.839489656E1,2.839489656E1
1.331200469E1,5.322939603E1,1.040184438E1,3.501069125E1,1.166682124E0,2.641124730E2,2.362531231E1,2.362531231E1
1.431228459E1,5.322939496E1,1.040182700E1,3.501069143E1,1.166682124E0,2.641124591E2,2.362531231E1,2.362531231E1
1.531226730E1,5.322937957E1,1.040179977E1,3.501180172E1,1.332353592E0,2.560660447E2,1.471442726E1,1.471442726E1
1.631252515E1,5.322937374E1,1.040177269E1,3.500660790E1,1.387677908E0,2.503072269E2,1.208949328E1,1.208949328E1
1.731241834E1,5.322937422E1,1.040175108E1,3.499977244E1,1.387677908E0,2.609419570E2,1.253398783E1,1.253398783E1
1.831240165E1,5.322936943E1,1.040171817E1,3.499505905E1,1.356102228E0,2.531546457E2,2.484735008E1,2.484735008E1
1.931285131E1,5.322937081E1,1.040170008E1,3.499395360E1,1.177776456E0,2.614727751E2,1.977177536E1,1.977177536E1
2.031216550E1,5.322936262E1,1.040167420E1,3.498848870E1,1.306408763E0,2.546255074E2,1.255726061E1,1.255726061E1
2.131114984E1,5.322936459E1,1.040164487E1,3.490065491E1,1.306408763E0,2.654831614E2,1.372072496E1,1.372072496E1
2.231113291E1,5.322936411E1,1.040161706E1,3.486321232E1,1.228857398E0,2.630222551E2,1.211508553E1,1.211508553E1
2.331111634E1,5.322936602E1,1.040159408E1,3.482056270E1,1.221555233E0,2.677494338E2,8.407316645E0,8.407316645E0
2.431110001E1,5.322935851E1,1.040156726E1,3.476882641E1,1.221555233E0,2.611710144E2,1.022954843E1,1.022954843E1
2.531108391E1,5.322936119E1,1.040154334E1,3.474272352E1,1.109246612E0,2.712789143E2,9.513287861E0,9.513287861E0
2.631106734E1,5.322935714E1,1.040152567E1,3.474030571E1,1.182161689E0,2.608091611E2,5.716155839E0,5.716155839E0
2.731105077E1,5.322936044E1,1.040150090E1,3.474369979E1,1.182161689E0,2.752763924E2,9.218718939E0,9.218718939E0
2.831103456E1,5.322936225E1,1.040147319E1,3.473966211E1,1.421001077E0,2.754603558E2,9.780516049E0,9.780516049E0
2.931101835E1,5.322936066E1,1.040144280E1,3.472175057E1,1.433620214E0,2.723835107E2,1.362770810E1,1.362770810E1
3.031100154E1,5.322936214E1,1.040141806E1,3.477551998E1,1.457932234E0,2.748945537E2,1.035946551E1,1.035946551E1
3.131098497E1,5.322936097E1,1.040138991E1,3.477041919E1,1.605767369E0,2.686836347E2,8.280094886E0,8.280094886E0
3.231096900E1,5.322936675E1,1.040136766E1,3.477697681E1,1.457932234E0,2.839387690E2,5.445905057E0,5.445905057E0
3.331095266E1,5.322936677E1,1.040133521E1,3.477938909E1,1.598936439E0,2.737237917E2,5.431316486E0,5.431316486E0
3.431093609E1,5.322937551E1,1.040130469E1,3.488252718E1,1.555669026E0,2.751184586E2,5.192360238E0,5.192360238E0
3.531091988E1,5.322937638E1,1.040128062E1,3.465569940E1,1.579807349E0,2.706092852E2,5.176919899E0,5.176919899E0
3.631090367E1,5.322937522E1,1.040127411E1,3.474923964E1,1.047076488E0,2.563631816E2,5.143380924E0,5.143380924E0
3.731088722E1,5.322938120E1,1.040125050E1,3.504975446E1,1.445502890E0,2.735124840E2,5.106703592E0,5.106703592E0
3.831087077E1,5.322938463E1,1.040123073E1,3.516889545E1,1.628134884E0,2.760020831E2,5.090953437E0,5.090953437E0
3.931085420E1,5.322938680E1,1.040120980E1,3.534755980E1,1.521526879E0,2.766908059E2,5.075222446E0,5.075222446E0
4.031083751E1,5.322939074E1,1.040119068E1,3.592647276E1,1.209357234E0,2.823346797E2,4.986977630E0,4.986977630E0
4.131082118E1,5.322939403E1,1.040117191E1,3.521988239E1,1.177115607E0,2.859639903E2,4.978917591E0,4.978917591E0
4.231080508E1,5.322939229E1,1.040114290E1,3.498939012E1,1.462656556E0,2.778332716E2,4.956681574E0,4.956681574E0
4.331078839E1,5.322938880E1,1.040112271E1,3.506231429E1,1.379508513E0,2.733295298E2,4.939892303E0,4.939892303E0
4.431077230E1,5.322938722E1,1.040109944E1,3.522202159E1,1.463894103E0,2.709005838E2,4.928517645E0,4.928517645E0
4.531075573E1,5.322938447E1,1.040107891E1,3.525236697E1,1.388400067E0,2.642741125E2,4.919238253E0,4.919238253E0
4.631073952E1,5.322938431E1,1.040105473E1,3.510130046E1,1.383276541E0,2.622436971E2,4.916137506E0,4.916137506E0
4.731072330E1,5.322938316E1,1.040103806E1,3.500347675E1,1.152831615E0,2.651810500E2,4.905590916E0,4.905590916E0
4.831070638E1,5.322938489E1,1.040101645E1,3.465063604E1,1.133600119E0,2.730483159E2,4.910938356E0,4.910938356E0
4.931068981E1,5.322938383E1,1.040099380E1,3.489622770E1,1.260940669E0,2.706108441E2,4.928591981E0,4.928591981E0
5.031067348E1,5.322938769E1,1.040097256E1,3.533432582E1,1.201880835E0,2.757780827E2,4.948433840E0,4.948433840E0
5.131065726E1,5.322938739E1,1.040094018E1,3.532389364E1,1.543054330E0,2.743300859E2,4.974455255E0,4.974455255E0
5.231064105E1,5.322939048E1,1.040092135E1,3.514557339E1,1.388204394E0,2.802241765E2,4.971241464E0,4.971241464E0
5.331062388E1,5.322938096E1,1.040091260E1,3.525638681E1,9.393024836E-1,2.637368631E2,4.969541373E0,4.969541373E0
5.431060767E1,5.322938233E1,1.040089209E1,3.514324549E1,9.570442289E-1,2.689803627E2,4.980441291E0,4.980441291E0
5.531059098E1,5.322938424E1,1.040086092E1,3.480026292E1,1.208188742E0,2.719011268E2,4.990401005E0,4.990401005E0
5.631057525E1,5.322938427E1,1.040083586E1,3.481048687E1,1.285926044E0,2.737028143E2,5.002995822E0,5.002995822E0
5.731055903E1,5.322938283E1,1.040081848E1,3.500307602E1,1.100532639E0,2.753595615E2,5.010938008E0,5.010938008E0
5.831054258E1,5.322938406E1,1.040079799E1,3.476613835E1,1.075648374E0,2.800184744E2,5.015943449E0,5.015943449E0
5.931052577E1,5.322938040E1,1.040076514E1,3.490860952E1,1.270394000E0,2.736785071E2,5.011612833E0,5.011612833E0
6.031050944E1,5.322937710E1,1.040075034E1,3.522048431E1,9.407525104E-1,2.722576653E2,5.014728003E0,5.014728003E0
6.131049263E1,5.322937384E1,1.040072961E1,3.496098647E1,8.573864564E-1,2.684324347E2,5.018079987E0,5.018079987E0
6.231047630E1,5.322937874E1,1.040070490E1,3.502877293E1,9.796740584E-1,2.846172281E2,5.004312153E0,5.004312153E0
