"event","experiment time","system time","system time text"
"START",0.000000000E0,1686220361.200,"2023-06-08 12:32:41.200 UTC+02:00"
"PAUSE",5.019520639E1,1686220411.395,"2023-06-08 12:33:31.395 UTC+02:00"
