"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.301382500E-2,2.724375153E1,-2.186250114E1,-3.690000153E1
5.301382500E-2,2.737500191E1,-2.049375153E1,-3.770625305E1
6.301382500E-2,2.692500114E1,-1.978125000E1,-3.823125076E1
7.301382500E-2,2.690625191E1,-1.910625076E1,-3.849375153E1
8.301382500E-2,2.673750114E1,-1.860000038E1,-3.922500229E1
9.301382500E-2,2.700000191E1,-1.833750153E1,-3.945000076E1
1.030138250E-1,2.707500076E1,-1.796250153E1,-3.982500076E1
1.130138250E-1,2.703750038E1,-1.764375114E1,-4.003125000E1
1.230138250E-1,2.694375038E1,-1.680000114E1,-4.072500229E1
1.330138250E-1,2.683125114E1,-1.629375076E1,-4.121250153E1
1.430138250E-1,2.701875114E1,-1.605000114E1,-4.151250076E1
1.530138250E-1,2.698125076E1,-1.606875038E1,-4.145625305E1
1.630138250E-1,2.701875114E1,-1.571250057E1,-4.123125076E1
1.730138250E-1,2.668125153E1,-1.543125057E1,-4.106250000E1
1.830138250E-1,2.649375153E1,-1.518750095E1,-4.078125000E1
1.930138250E-1,2.608125114E1,-1.524375057E1,-4.095000076E1
2.030138250E-1,2.559375191E1,-1.500000095E1,-4.106250000E1
2.130138250E-1,2.501250076E1,-1.494375038E1,-4.113750076E1
2.230138250E-1,2.403750038E1,-1.445625019E1,-4.147500229E1
2.330138250E-1,2.317500114E1,-1.387500095E1,-4.190625000E1
2.430138250E-1,2.231250000E1,-1.370625019E1,-4.226250076E1
2.530138250E-1,2.135625076E1,-1.338750076E1,-4.314375305E1
2.630138250E-1,2.062500000E1,-1.293750095E1,-4.366875076E1
2.730138250E-1,1.985625076E1,-1.233750057E1,-4.411875153E1
2.830138250E-1,1.912500000E1,-1.205625057E1,-4.462500000E1
2.930138250E-1,1.837500000E1,-1.166250038E1,-4.503750229E1
3.030138250E-1,1.788750076E1,-1.147500038E1,-4.505625153E1
3.130138250E-1,1.749375153E1,-1.153125000E1,-4.550625229E1
3.230138250E-1,1.683750153E1,-1.170000076E1,-4.593750000E1
3.330138250E-1,1.636875153E1,-1.185000038E1,-4.580625153E1
3.430138250E-1,1.576875019E1,-1.216875076E1,-4.601250076E1
3.530138250E-1,1.531875038E1,-1.254375076E1,-4.582500076E1
3.630138250E-1,1.509375095E1,-1.278750038E1,-4.584375000E1
3.730138250E-1,1.483125019E1,-1.321875095E1,-4.580625153E1
3.830138250E-1,1.498125076E1,-1.391250038E1,-4.591875076E1
3.930138250E-1,1.505625057E1,-1.417500019E1,-4.558125305E1
4.030138250E-1,1.518750095E1,-1.455000019E1,-4.530000305E1
4.130138250E-1,1.516875076E1,-1.528125095E1,-4.500000000E1
4.230138250E-1,1.496250057E1,-1.576875019E1,-4.466250229E1
4.330138250E-1,1.509375095E1,-1.614375114E1,-4.453125000E1
4.430138250E-1,1.503750038E1,-1.695000076E1,-4.411875153E1
4.530138250E-1,1.513125038E1,-1.723125076E1,-4.381875229E1
4.630138250E-1,1.481250095E1,-1.738125038E1,-4.357500076E1
4.730138250E-1,1.443750095E1,-1.777500153E1,-4.348125076E1
4.830138250E-1,1.449375057E1,-1.798125076E1,-4.320000076E1
4.930138250E-1,1.449375057E1,-1.775625038E1,-4.320000076E1
5.030138250E-1,1.460625076E1,-1.790625000E1,-4.325625229E1
5.130138250E-1,1.449375057E1,-1.796250153E1,-4.329375076E1
5.230138250E-1,1.453125095E1,-1.792500114E1,-4.323750305E1
5.330138250E-1,1.455000019E1,-1.803750038E1,-4.318125153E1
5.430138250E-1,1.460625076E1,-1.807500076E1,-4.323750305E1
5.530138250E-1,1.455000019E1,-1.816875076E1,-4.348125076E1
5.630138250E-1,1.432500076E1,-1.816875076E1,-4.361250305E1
5.730138250E-1,1.426875019E1,-1.826250076E1,-4.366875076E1
5.830138250E-1,1.402500057E1,-1.867500114E1,-4.355625153E1
5.930138250E-1,1.378125095E1,-1.875000000E1,-4.351875305E1
6.030138250E-1,1.344375038E1,-1.873125076E1,-4.346250153E1
6.130138250E-1,1.293750095E1,-1.873125076E1,-4.346250153E1
6.230138250E-1,1.226250076E1,-1.918125153E1,-4.348125076E1
6.330138250E-1,1.160625076E1,-1.916250038E1,-4.346250153E1
6.430138250E-1,1.085625076E1,-1.966875076E1,-4.361250305E1
6.530138250E-1,9.956250191E0,-1.996875000E1,-4.346250153E1
6.630138250E-1,9.337500572E0,-1.995000076E1,-4.353750229E1
6.730138250E-1,8.718750000E0,-2.030625153E1,-4.355625153E1
6.830138250E-1,7.743750095E0,-2.075625038E1,-4.350000000E1
6.930138250E-1,6.975000381E0,-2.131875038E1,-4.342500305E1
7.030138250E-1,6.412500381E0,-2.150625038E1,-4.327500153E1
7.130138250E-1,6.131250381E0,-2.180625153E1,-4.299375153E1
7.230140630E-1,5.531250000E0,-2.180625153E1,-4.263750076E1
7.330140630E-1,5.343750000E0,-2.212500000E1,-4.290000153E1
7.430140630E-1,4.725000381E0,-2.238750076E1,-4.278750229E1
7.530139060E-1,4.218750000E0,-2.255625153E1,-4.263750076E1
7.630139060E-1,3.731250048E0,-2.272500038E1,-4.260000229E1
7.730139060E-1,3.206250191E0,-2.289375114E1,-4.245000076E1
7.830139060E-1,2.400000095E0,-2.291250038E1,-4.226250076E1
7.930139060E-1,1.462500095E0,-2.328750038E1,-4.205625153E1
8.030139060E-1,5.625000000E-1,-2.381250000E1,-4.198125076E1
8.130139060E-1,-6.750000119E-1,-2.418750191E1,-4.171875000E1
8.230139060E-1,-1.818750024E0,-2.473125076E1,-4.168125153E1
8.330139060E-1,-3.037500143E0,-2.544375038E1,-4.160625076E1
8.430139060E-1,-3.993750095E0,-2.587500191E1,-4.134375000E1
8.530139060E-1,-5.156250000E0,-2.630625153E1,-4.119375229E1
8.630139060E-1,-6.168750286E0,-2.675625038E1,-4.100625229E1
8.730139060E-1,-7.293750286E0,-2.705625153E1,-4.080000305E1
8.830139060E-1,-8.043750763E0,-2.763750076E1,-4.031250000E1
8.930139060E-1,-9.150000572E0,-2.823750114E1,-3.963750076E1
9.030139060E-1,-9.975000381E0,-2.876250076E1,-3.883125305E1
9.130139060E-1,-1.102500057E1,-2.930625153E1,-3.785625076E1
9.230139060E-1,-1.215000057E1,-2.977500153E1,-3.710625076E1
9.330139060E-1,-1.316250038E1,-3.024375153E1,-3.626250076E1
9.430139060E-1,-1.419375038E1,-3.091875076E1,-3.532500076E1
9.530139060E-1,-1.543125057E1,-3.153750038E1,-3.423750305E1
9.630139060E-1,-1.708125114E1,-3.165000153E1,-3.305625153E1
9.730139060E-1,-1.873125076E1,-3.196875191E1,-3.183750153E1
9.830139060E-1,-2.070000076E1,-3.236250305E1,-3.031875038E1
9.930139060E-1,-2.268750000E1,-3.236250305E1,-2.876250076E1
1.003013906E0,-2.480625153E1,-3.249375153E1,-2.677500153E1
1.013013906E0,-2.690625191E1,-3.277500153E1,-2.490000153E1
1.023013906E0,-2.902500153E1,-3.266250229E1,-2.293125153E1
1.033013906E0,-3.101250076E1,-3.270000076E1,-2.109375000E1
1.043013906E0,-3.249375153E1,-3.279375076E1,-1.925625038E1
1.053013906E0,-3.373125076E1,-3.256875229E1,-1.711875153E1
1.063013906E0,-3.481875229E1,-3.217500305E1,-1.524375057E1
1.073013906E0,-3.590625000E1,-3.172500038E1,-1.333125019E1
1.083013906E0,-3.663750076E1,-3.140625191E1,-1.162500000E1
1.093013906E0,-3.761250305E1,-3.073125076E1,-9.450000763E0
1.103013906E0,-3.853125000E1,-3.020625114E1,-7.368750095E0
1.113013906E0,-3.939375305E1,-2.977500153E1,-5.287500381E0
1.123013906E0,-4.050000000E1,-2.889375114E1,-3.468750238E0
1.133013906E0,-4.117500305E1,-2.793750191E1,-2.043750048E0
1.143013906E0,-4.201875305E1,-2.716875076E1,-8.062500358E-1
1.153013906E0,-4.254375076E1,-2.645625114E1,4.687500298E-1
1.163013906E0,-4.321875000E1,-2.553750038E1,1.406250000E0
1.173013906E0,-4.361250305E1,-2.476875114E1,2.043750048E0
1.183013906E0,-4.430625153E1,-2.394375038E1,2.081250191E0
1.193013906E0,-4.464375305E1,-2.268750000E1,2.212500095E0
1.203013906E0,-4.488750076E1,-2.176875114E1,2.193750143E0
1.213013906E0,-4.546875000E1,-2.077500153E1,1.950000048E0
1.223013906E0,-4.575000000E1,-1.961250114E1,1.575000048E0
1.233013906E0,-4.605000305E1,-1.867500114E1,9.000000358E-1
1.243013906E0,-4.633125305E1,-1.766250038E1,8.625000119E-1
1.253013906E0,-4.676250076E1,-1.681875038E1,5.437500477E-1
1.263013906E0,-4.676250076E1,-1.588125038E1,6.375000477E-1
1.273013906E0,-4.691250229E1,-1.503750038E1,1.500000060E-1
1.283013906E0,-4.725000000E1,-1.430625057E1,-7.500000298E-2
1.293013906E0,-4.717500305E1,-1.372500038E1,2.062500119E-1
1.303013906E0,-4.738125229E1,-1.297500038E1,6.750000119E-1
1.313013906E0,-4.756875229E1,-1.243125057E1,9.000000358E-1
1.323013906E0,-4.773750305E1,-1.211250019E1,6.375000477E-1
1.333013906E0,-4.758750153E1,-1.160625076E1,6.937500238E-1
1.343013906E0,-4.775625229E1,-1.134375000E1,4.687500298E-1
1.353013906E0,-4.768125153E1,-1.119375038E1,4.312500060E-1
1.363013906E0,-4.745625305E1,-1.132500076E1,4.312500060E-1
1.373013906E0,-4.751250076E1,-1.162500000E1,3.750000149E-2
1.383013906E0,-4.741875076E1,-1.224375057E1,-3.750000149E-2
1.393013906E0,-4.702500153E1,-1.256250095E1,1.312500089E-1
1.403013906E0,-4.678125000E1,-1.308750057E1,2.250000089E-1
1.413013906E0,-4.648125076E1,-1.387500095E1,2.437500060E-1
1.423013906E0,-4.603125000E1,-1.470000076E1,6.000000238E-1
1.433013906E0,-4.595625305E1,-1.561875057E1,9.000000358E-1
1.443013906E0,-4.576875305E1,-1.635000038E1,1.050000072E0
1.453013906E0,-4.552500153E1,-1.719375038E1,1.368750095E0
1.463013906E0,-4.528125000E1,-1.800000000E1,1.406250000E0
1.473013906E0,-4.513125229E1,-1.899375153E1,1.500000000E0
1.483013906E0,-4.477500153E1,-1.978125000E1,1.818750024E0
1.493013906E0,-4.456875229E1,-2.049375153E1,2.137500048E0
1.503013906E0,-4.421250153E1,-2.131875038E1,2.700000048E0
1.513013906E0,-4.387500000E1,-2.214375114E1,3.506250143E0
1.523013906E0,-4.348125076E1,-2.281875038E1,4.462500095E0
1.533013906E0,-4.320000076E1,-2.325000000E1,5.493750095E0
1.543013906E0,-4.291875076E1,-2.364375114E1,6.450000286E0
1.553013906E0,-4.295625305E1,-2.381250000E1,7.593750477E0
1.563013906E0,-4.276875305E1,-2.428125191E1,8.456250191E0
1.573013906E0,-4.230000305E1,-2.441250038E1,9.281250000E0
1.583013906E0,-4.211250305E1,-2.441250038E1,9.843750000E0
1.593013906E0,-4.173750305E1,-2.441250038E1,1.044375038E1
1.603013906E0,-4.143750000E1,-2.437500191E1,1.089375019E1
1.613013906E0,-4.121250153E1,-2.428125191E1,1.136250019E1
1.623013906E0,-4.068750000E1,-2.420625114E1,1.141875076E1
1.633013906E0,-3.999375153E1,-2.431875038E1,1.123125076E1
1.643013906E0,-3.975000000E1,-2.443125153E1,1.130625057E1
1.653013906E0,-3.963750076E1,-2.450625038E1,1.170000076E1
1.663013906E0,-3.945000076E1,-2.446875191E1,1.194375038E1
1.673013906E0,-3.930000305E1,-2.452500153E1,1.218750095E1
1.683013906E0,-3.905625153E1,-2.467500114E1,1.233750057E1
1.693013906E0,-3.871875000E1,-2.493750191E1,1.228125095E1
1.703013906E0,-3.868125153E1,-2.510625076E1,1.280625057E1
1.713013906E0,-3.843750000E1,-2.527500153E1,1.348125076E1
1.723013906E0,-3.808125305E1,-2.527500153E1,1.391250038E1
1.733013906E0,-3.791250229E1,-2.521875191E1,1.406250095E1
1.743013906E0,-3.757500076E1,-2.551875114E1,1.455000019E1
1.753013906E0,-3.723750305E1,-2.550000191E1,1.468125057E1
1.763013906E0,-3.676875305E1,-2.568750191E1,1.541250038E1
1.773013906E0,-3.624375153E1,-2.587500191E1,1.621875000E1
1.783013906E0,-3.568125153E1,-2.602500153E1,1.665000153E1
1.793013906E0,-3.532500076E1,-2.626875114E1,1.721250153E1
1.803013906E0,-3.474375153E1,-2.628750038E1,1.800000000E1
1.813013906E0,-3.410625076E1,-2.666250038E1,1.852500153E1
1.823013906E0,-3.350625229E1,-2.694375038E1,1.901250076E1
1.833013906E0,-3.298125076E1,-2.715000153E1,1.970625114E1
1.843013906E0,-3.281250000E1,-2.728125191E1,2.004375076E1
1.853013906E0,-3.258750153E1,-2.754375076E1,2.058750153E1
1.863013906E0,-3.230625153E1,-2.797500038E1,2.096250153E1
1.873013906E0,-3.165000153E1,-2.829375076E1,2.130000114E1
1.883013906E0,-3.148125076E1,-2.868750191E1,2.130000114E1
1.893013906E0,-3.123750114E1,-2.895000076E1,2.169375038E1
1.903013906E0,-3.095625114E1,-2.881875038E1,2.167500114E1
1.913013906E0,-3.041250038E1,-2.923125076E1,2.197500038E1
1.923013906E0,-2.983125114E1,-2.945625114E1,2.216250038E1
1.933013906E0,-2.934375191E1,-2.956875038E1,2.210625076E1
1.943013906E0,-2.893125153E1,-2.943750191E1,2.261250114E1
1.953013906E0,-2.855625153E1,-2.953125191E1,2.291250038E1
1.963013906E0,-2.812500191E1,-2.951250076E1,2.341875076E1
1.973013906E0,-2.788125038E1,-2.949375153E1,2.386875153E1
1.983013906E0,-2.760000038E1,-2.986875153E1,2.454375076E1
1.993013906E0,-2.752500153E1,-3.005625153E1,2.506875038E1
2.003013906E0,-2.761875153E1,-3.033750153E1,2.531250191E1
2.013013906E0,-2.771250153E1,-3.037500191E1,2.557500076E1
2.023013906E0,-2.791875076E1,-3.078750038E1,2.589375114E1
2.033013906E0,-2.861250114E1,-3.048750114E1,2.591250038E1
2.043013906E0,-2.889375114E1,-3.054375076E1,2.615625191E1
2.053013906E0,-2.926875114E1,-3.056250191E1,2.623125076E1
2.063013906E0,-2.966250038E1,-3.031875038E1,2.608125114E1
2.073013906E0,-3.039375114E1,-3.003750038E1,2.572500038E1
2.083013906E0,-3.076875114E1,-2.985000038E1,2.538750076E1
2.093013906E0,-3.108750153E1,-2.981250191E1,2.510625076E1
2.103013906E0,-3.151875114E1,-2.923125076E1,2.461875153E1
2.113013906E0,-3.140625191E1,-2.928750038E1,2.428125191E1
2.123013906E0,-3.165000153E1,-2.923125076E1,2.373750114E1
2.133013906E0,-3.150000191E1,-2.902500153E1,2.343750000E1
2.143013906E0,-3.144375038E1,-2.902500153E1,2.315625000E1
2.153013906E0,-3.088125038E1,-2.902500153E1,2.304375076E1
2.163013906E0,-3.045000076E1,-2.885625076E1,2.328750038E1
