"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686222262154195E9,"2023-06-08 13:04:22.154 UTC+02:00"
"PAUSE",3.795662183332024E1,1.686222300111070E9,"2023-06-08 13:05:00.111 UTC+02:00"
