"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.343825010E-1,5.324286239E1,1.041271577E1,1.112637742E1,8.000000119E-1,4.840000153E1,8.665005684E0,7.352642059E0
1.721687709E0,5.324284759E1,1.041270490E1,1.049586518E1,2.099999934E-1,2.576000061E2,6.898468494E0,6.012208462E0
2.720700886E0,5.324283523E1,1.041270117E1,1.057336220E1,7.900000215E-1,1.283000031E2,6.021255970E0,5.321368217E0
3.720757083E0,5.324284223E1,1.041270597E1,9.898810787E0,9.800000191E-1,9.550000000E1,5.223833561E0,4.861728668E0
4.720203593E0,5.324284531E1,1.041270956E1,9.543101449E0,8.299999833E-1,7.550000000E1,4.881575584E0,4.458362579E0
5.720060572E0,5.324284701E1,1.041272833E1,9.976020471E0,1.340000033E0,8.580000305E1,4.685984135E0,4.075794697E0
6.720866197E0,5.324284965E1,1.041274676E1,1.033527160E1,1.289999962E0,8.690000153E1,5.037999630E0,4.011879921E0
7.720705414E0,5.324284754E1,1.041276804E1,9.611689890E0,1.519999981E0,9.430000305E1,4.826004028E0,4.033773422E0
8.720828591E0,5.324284359E1,1.041278881E1,8.482832108E0,1.340000033E0,9.880000305E1,4.581121922E0,3.933363199E0
9.720000674E0,5.324283969E1,1.041280664E1,8.303621327E0,1.059999943E0,1.009000015E2,4.530775070E0,3.893303871E0
1.072014625E1,5.324283737E1,1.041281997E1,9.520288393E0,8.999999762E-1,9.700000000E1,4.393239498E0,3.530874729E0
1.172057609E1,5.324283383E1,1.041283124E1,1.360377554E1,8.700000048E-1,1.009000015E2,5.012303829E0,4.858477592E0
1.272085953E1,5.324282941E1,1.041284345E1,1.322498078E1,8.799999952E-1,1.063000031E2,5.471691132E0,5.392827034E0
1.372027156E1,5.324282495E1,1.041285757E1,1.369579474E1,8.899999857E-1,1.078000031E2,5.864511490E0,5.903602600E0
1.472047901E1,5.324281725E1,1.041287615E1,1.570102618E1,9.499999881E-1,1.075000000E2,5.830200672E0,5.847680092E0
1.572079088E1,5.324280737E1,1.041289831E1,1.587507642E1,9.499999881E-1,1.089000015E2,6.198281288E0,6.296122074E0
1.672028968E1,5.324280130E1,1.041291950E1,1.568170112E1,1.009999990E0,9.009999847E1,6.382529736E0,6.781956196E0
1.772021682E1,5.324279734E1,1.041293820E1,1.578441136E1,9.599999785E-1,9.419999695E1,6.308534145E0,6.634872913E0
1.872088057E1,5.324279313E1,1.041295673E1,1.615360076E1,9.800000191E-1,9.359999847E1,5.594840050E0,6.466281891E0
1.972084005E1,5.324279806E1,1.041297816E1,1.388815960E1,1.120000005E0,6.840000153E1,4.964843750E0,5.634991646E0
2.072053911E1,5.324280251E1,1.041300509E1,1.518112662E1,1.500000000E0,4.550000000E1,4.247264385E0,4.854525566E0
2.172048432E1,5.324280719E1,1.041303020E1,1.471609895E1,1.259999990E0,4.459999847E1,4.169855595E0,4.784082413E0
2.272086004E1,5.324281542E1,1.041304769E1,1.434623290E1,1.240000010E0,3.089999962E1,4.193074226E0,5.000267029E0
