"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686656371697124E9,"2023-06-13 13:39:31.697 UTC+02:00"
"PAUSE",7.434287879162002E1,1.686656446040518E9,"2023-06-13 13:40:46.041 UTC+02:00"
