"event","experiment time","system time","system time text"
"START",0.000000000E0,1686042505.818,"2023-06-06 11:08:25.818 UTC+02:00"
"PAUSE",1.531254576E2,1686042658.944,"2023-06-06 11:10:58.944 UTC+02:00"
