"event","experiment time","system time","system time text"
"START",0.000000000E0,1686652417.894,"2023-06-13 12:33:37.894 UTC+02:00"
"PAUSE",3.586761270E1,1686652453.761,"2023-06-13 12:34:13.761 UTC+02:00"
