"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.972062900E-2,-1.974375153E1,-1.880625153E1,-9.937500000E0
4.972062900E-2,-2.051250076E1,-1.903125000E1,-9.412500381E0
5.972062900E-2,-2.000625038E1,-1.920000076E1,-1.001250076E1
6.972062900E-2,-2.006250000E1,-1.910625076E1,-9.918750763E0
7.972062900E-2,-2.036250114E1,-1.920000076E1,-1.001250076E1
8.972062900E-2,-2.055000114E1,-1.935000038E1,-1.006875038E1
9.972062900E-2,-2.043750000E1,-1.938750076E1,-9.937500000E0
1.097206290E-1,-2.025000000E1,-1.927500153E1,-9.843750000E0
1.197206290E-1,-2.025000000E1,-1.935000038E1,-9.956250191E0
1.297206290E-1,-2.006250000E1,-1.938750076E1,-1.008750057E1
1.397206290E-1,-2.015625000E1,-1.938750076E1,-9.937500000E0
1.497206290E-1,-2.002500153E1,-1.940625000E1,-9.918750763E0
1.597206290E-1,-1.976250076E1,-1.921875000E1,-9.693750381E0
1.697206290E-1,-1.953750038E1,-1.893750000E1,-9.506250381E0
1.797206290E-1,-1.953750038E1,-1.908750153E1,-9.506250381E0
1.897206290E-1,-1.968750000E1,-1.918125153E1,-9.506250381E0
1.997206290E-1,-1.980000114E1,-1.910625076E1,-9.487500191E0
2.097206290E-1,-1.968750000E1,-1.918125153E1,-9.375000000E0
2.197206290E-1,-1.976250076E1,-1.916250038E1,-9.412500381E0
2.297206290E-1,-1.965000153E1,-1.931250000E1,-9.356250763E0
2.397206290E-1,-1.953750038E1,-1.957500076E1,-9.468750000E0
2.497206290E-1,-1.944375038E1,-1.976250076E1,-9.525000572E0
2.597206290E-1,-1.936875153E1,-1.955625153E1,-9.450000763E0
2.697206290E-1,-1.899375153E1,-1.944375038E1,-9.618750572E0
2.797206290E-1,-1.873125076E1,-1.961250114E1,-9.393750191E0
2.897206290E-1,-1.884375000E1,-1.963125038E1,-9.243750572E0
2.997206290E-1,-1.873125076E1,-1.955625153E1,-9.112500191E0
3.097206290E-1,-1.875000000E1,-1.936875153E1,-9.075000763E0
3.197206290E-1,-1.886250114E1,-1.951875114E1,-8.962500572E0
3.297206290E-1,-1.897500038E1,-1.944375038E1,-8.943750381E0
3.397206290E-1,-1.878750038E1,-1.940625000E1,-9.150000572E0
3.497206290E-1,-1.910625076E1,-1.953750038E1,-8.831250191E0
3.597206290E-1,-1.931250000E1,-1.946250153E1,-8.625000000E0
3.697206290E-1,-1.944375038E1,-1.933125114E1,-8.625000000E0
3.797206290E-1,-1.957500076E1,-1.959375000E1,-8.662500381E0
