"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686033151172471E9,"2023-06-06 08:32:31.172 UTC+02:00"
"PAUSE",4.399761804166337E1,1.686033195170039E9,"2023-06-06 08:33:15.170 UTC+02:00"
